_MEMBER_DESeq2_meta_sig_12filter,_MEMBER_FLT_cluster_13_muscle_contractile,_MEMBER_FLT_cluster_14_liver_secreted,_MEMBER_FLT_cluster_15_contractile_mito,_MEMBER_FLT_cluster_3_mixed_stress,_MEMBER_GC_cluster_1_DE_enriched,_LogP_DESeq2_meta_sig_12filter,_LogP_FLT_cluster_13_muscle_contractile,_LogP_FLT_cluster_14_liver_secreted,_LogP_FLT_cluster_15_contractile_mito,_LogP_FLT_cluster_3_mixed_stress,_LogP_GC_cluster_1_DE_enriched,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,1,1,1,0,1,-5.6,-22,-6.3,-2.8,0,-4.4,GO:0006936,muscle contraction,M111101,5,0
1,1,0,1,1,1,-2.5,-2.6,0,-3.5,-2.2,-4.1,mmu04020,Calcium signaling pathway - Mus musculus (house mouse),M110111,5,0
1,1,1,1,0,1,-3.2,-12,-5.8,-2.5,0,-2.3,GO:0006941,striated muscle contraction,M111101,5,0
1,1,1,1,0,1,-6,-20,-6.1,-4,0,-4.1,GO:0003012,muscle system process,M111101,5,0
1,1,0,1,0,1,-3.3,-19,0,-4.1,0,-6.7,R-MMU-397014,Muscle contraction,M110101,4,0
1,1,0,1,0,1,-6.3,-19,0,-4.4,0,-3.4,GO:0030239,myofibril assembly,M110101,4,0
1,1,0,1,0,1,-11,-22,0,-4.2,0,-9.2,WP216,Striated muscle contraction,M110101,4,0
1,1,0,1,0,1,-4.1,-16,0,-2.9,0,-5.7,R-MMU-390522,Striated Muscle Contraction,M110101,4,0
1,1,0,1,0,1,-8,-10,0,-2.3,0,-2.9,mmu04814,Motor proteins - Mus musculus (house mouse),M110101,4,0
1,1,0,1,0,1,-5.4,-14,0,-2.4,0,-2.9,GO:0045214,sarcomere organization,M110101,4,0
1,1,0,1,0,1,-2,-5.9,0,-2.9,0,-2.4,GO:0006937,regulation of muscle contraction,M110101,4,0
1,1,0,1,0,1,-4.7,-13,0,-2.4,0,-2.8,GO:0032989,cellular anatomical entity morphogenesis,M110101,4,0
1,1,0,1,0,1,-5.6,-17,0,-6.1,0,-2.4,GO:0055002,striated muscle cell development,M110101,4,0
1,1,0,1,0,1,-8.5,-31,0,-5.8,0,-3.1,mmu04820,Cytoskeleton in muscle cells - Mus musculus (house mouse),M110101,4,0
1,1,0,1,0,1,-3,-3.4,0,-4.5,0,-5,mmu04260,Cardiac muscle contraction - Mus musculus (house mouse),M110101,4,0
1,1,0,1,0,1,-5.2,-16,0,-6.8,0,-2.5,GO:0055001,muscle cell development,M110101,4,0
1,1,0,1,0,1,-4.7,-13,0,-2.4,0,-2.8,GO:0010927,cellular component assembly involved in morphogenesis,M110101,4,0
0,1,0,1,0,1,0,-4.1,0,-4.5,0,-2.6,GO:0007519,skeletal muscle tissue development,M010101,3,0
1,1,0,1,0,0,-3.7,-4.4,0,-2.3,0,0,GO:0044057,regulation of system process,M110100,3,0
0,0,0,1,1,1,0,0,0,-2.6,-9.7,-10,GO:0098655,monoatomic cation transmembrane transport,M000111,3,0
1,1,0,1,0,0,-3,-6.3,0,-2.2,0,0,GO:0060048,cardiac muscle contraction,M110100,3,0
1,1,0,1,0,0,-2.8,-6.4,0,-3.3,0,0,GO:0060047,heart contraction,M110100,3,0
1,1,0,1,0,0,-4.4,-9.7,0,-3,0,0,GO:0030036,actin cytoskeleton organization,M110100,3,0
1,1,0,1,0,0,-2.3,-7.4,0,-2.9,0,0,GO:0090257,regulation of muscle system process,M110100,3,0
0,1,0,0,1,1,0,-2.5,0,0,-2.5,-2.3,GO:0097553,calcium ion transmembrane import into cytosol,M010011,3,0
0,1,0,0,1,1,0,-2.1,0,0,-2.4,-2.4,R-MMU-380108,Chemokine receptors bind chemokines,M010011,3,0
0,1,0,1,0,1,0,-3,0,-2.1,0,-3,mmu04261,Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse),M010101,3,0
0,1,0,1,0,1,0,-5,0,-3.7,0,-3.7,mmu04972,Pancreatic secretion - Mus musculus (house mouse),M010101,3,0
1,0,1,1,0,0,-3,0,-3.5,-2.1,0,0,mmu00590,Arachidonic acid metabolism - Mus musculus (house mouse),M101100,3,0
0,1,0,1,0,1,0,-3.5,0,-5.5,0,-2.7,mmu04974,Protein digestion and absorption - Mus musculus (house mouse),M010101,3,0
0,1,0,1,0,1,0,-3.8,0,-4.8,0,-2.3,GO:0060538,skeletal muscle organ development,M010101,3,0
0,0,1,0,1,1,0,0,-2.3,0,-2.9,-2.9,mmu04726,Serotonergic synapse - Mus musculus (house mouse),M001011,3,0
1,1,0,1,0,0,-5.6,-13,0,-6.6,0,0,GO:0051146,striated muscle cell differentiation,M110100,3,0
1,1,0,1,0,0,-6.3,-14,0,-8.6,0,0,GO:0061061,muscle structure development,M110100,3,0
0,1,0,1,0,1,0,-5.4,0,-5.9,0,-3.1,GO:0007517,muscle organ development,M010101,3,0
1,1,0,1,0,0,-4.9,-14,0,-3.2,0,0,GO:0030029,actin filament-based process,M110100,3,0
0,1,0,0,1,1,0,-3.9,0,0,-2.3,-4.3,R-MMU-5576891,Cardiac conduction,M010011,3,0
0,1,0,1,0,1,0,-3.9,0,-2.2,0,-2.4,R-MMU-5578775,Ion homeostasis,M010101,3,0
1,1,0,1,0,0,-2.7,-11,0,-2.4,0,0,GO:0097435,supramolecular fiber organization,M110100,3,0
0,0,0,1,1,1,0,0,0,-2.2,-11,-12,GO:0030001,metal ion transport,M000111,3,0
1,1,0,1,0,0,-6.4,-15,0,-3.5,0,0,GO:0031032,actomyosin structure organization,M110100,3,0
1,1,0,1,0,0,-2.7,-6,0,-3,0,0,GO:0003015,heart process,M110100,3,0
1,1,0,1,0,0,-5.9,-12,0,-8.3,0,0,GO:0042692,muscle cell differentiation,M110100,3,0
0,0,0,0,1,1,0,0,0,0,-2.3,-2,GO:0043278,response to morphine,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-4.6,-4.4,WP234,GPCRs peptide,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.2,-2,GO:0007618,mating,M000011,2,0
0,0,1,0,1,0,0,0,-2.4,0,-2.3,0,R-MMU-3214858,RMTs methylate histone arginines,M001010,2,0
0,0,0,0,1,1,0,0,0,0,-5.3,-3,R-MMU-381753,Olfactory Signaling Pathway,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3,-2,mmu05033,Nicotine addiction - Mus musculus (house mouse),M000011,2,0
0,0,0,1,0,1,0,0,0,-2.1,0,-2,GO:0046475,glycerophospholipid catabolic process,M000101,2,0
0,0,0,0,1,1,0,0,0,0,-2,-3.3,R-MMU-190241,FGFR2 ligand binding and activation,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-4.7,-3.5,GO:0007018,microtubule-based movement,M000011,2,0
1,0,1,0,0,0,-2.3,0,-10,0,0,0,GO:0033559,unsaturated fatty acid metabolic process,M101000,2,0
0,0,0,0,1,1,0,0,0,0,-2.5,-2,R-MMU-112315,Transmission across Chemical Synapses,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3.5,-2.8,GO:0019236,response to pheromone,M000011,2,0
0,1,0,1,0,0,0,-2.2,0,-4.1,0,0,R-MMU-1474244,Extracellular matrix organization,M010100,2,0
0,0,0,0,1,1,0,0,0,0,-2.3,-2.2,GO:0006705,mineralocorticoid biosynthetic process,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-6.2,-7.1,GO:0006814,sodium ion transport,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.4,-2.1,R-MMU-8955332,Carboxyterminal post-translational modifications of tubulin,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3.2,-2.7,GO:0050951,sensory perception of temperature stimulus,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.4,-3.2,GO:0098953,receptor diffusion trapping,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3.3,-4.9,R-MMU-1296072,Voltage gated Potassium channels,M000011,2,0
1,0,0,1,0,0,-2.2,0,0,-3.1,0,0,GO:0008015,blood circulation,M100100,2,0
0,0,0,0,1,1,0,0,0,0,-3,-2.7,GO:0120197,mucociliary clearance,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.3,-2.2,R-MMU-388479,Vasopressin-like receptors,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-4.1,-3,GO:0003351,epithelial cilium movement involved in extracellular fluid movement,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.9,-2.5,GO:0070509,calcium ion import,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3.6,-3.5,mmu04929,GnRH secretion - Mus musculus (house mouse),M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.2,-2.4,GO:0045671,negative regulation of osteoclast differentiation,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.1,-2.6,GO:0007156,homophilic cell-cell adhesion,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3.4,-3,GO:0048469,cell maturation,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.9,-2.7,CORUM:7455,"Catsper complex, testis-specific",M000011,2,0
0,1,0,1,0,0,0,-3.6,0,-4.6,0,0,GO:0048738,cardiac muscle tissue development,M010100,2,0
0,0,0,0,1,1,0,0,0,0,-2.4,-4.4,GO:0071600,otic vesicle morphogenesis,M000011,2,0
0,1,0,1,0,0,0,-2.4,0,-3.8,0,0,GO:0014819,regulation of skeletal muscle contraction,M010100,2,0
0,0,0,0,1,1,0,0,0,0,-4.8,-4.6,R-MMU-372790,Signaling by GPCR,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-4.5,-4.2,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,M000011,2,0
0,1,0,1,0,0,0,-2.4,0,-2.6,0,0,GO:0055006,cardiac cell development,M010100,2,0
0,1,1,0,0,0,0,-2.1,-5.8,0,0,0,GO:0042445,hormone metabolic process,M011000,2,0
0,0,0,0,1,1,0,0,0,0,-2.5,-2.2,mmu05310,Asthma - Mus musculus (house mouse),M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3.9,-2.8,GO:0044458,motile cilium assembly,M000011,2,0
0,1,0,0,0,1,0,-3.8,0,0,0,-2.5,GO:0050905,neuromuscular process,M010001,2,0
1,1,0,0,0,0,-2.7,-6.1,0,0,0,0,GO:0140694,membraneless organelle assembly,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-6.6,-5,GO:0048515,spermatid differentiation,M000011,2,0
1,0,1,0,0,0,-2.3,0,-2.1,0,0,0,mmu04932,Non-alcoholic fatty liver disease - Mus musculus (house mouse),M101000,2,0
0,0,0,0,1,1,0,0,0,0,-2.8,-2.3,GO:2000241,regulation of reproductive process,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.3,-3.2,GO:0050982,detection of mechanical stimulus,M000011,2,0
0,1,0,1,0,0,0,-2.4,0,-2.5,0,0,GO:0106056,regulation of calcineurin-mediated signaling,M010100,2,0
0,0,0,0,1,1,0,0,0,0,-11,-8.9,GO:0060294,cilium movement involved in cell motility,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3.8,-3.4,GO:0007204,positive regulation of cytosolic calcium ion concentration,M000011,2,0
0,1,0,1,0,0,0,-7.4,0,-7.5,0,0,GO:0014706,striated muscle tissue development,M010100,2,0
0,0,0,0,1,1,0,0,0,0,-3.4,-3.5,GO:0099505,regulation of presynaptic membrane potential,M000011,2,0
0,1,0,1,0,0,0,-2.7,0,-2.2,0,0,R-MMU-6809371,Formation of the cornified envelope,M010100,2,0
0,0,0,0,1,1,0,0,0,0,-2.8,-3.3,GO:2001256,regulation of store-operated calcium entry,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.4,-2.3,GO:0051480,regulation of cytosolic calcium ion concentration,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.4,-2.2,GO:2000344,positive regulation of acrosome reaction,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.4,-2.4,GO:0006865,amino acid transport,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3.4,-4,GO:0050974,detection of mechanical stimulus involved in sensory perception,M000011,2,0
0,0,0,1,0,1,0,0,0,-2.1,0,-2,GO:0045606,positive regulation of epidermal cell differentiation,M000101,2,0
0,0,0,0,1,1,0,0,0,0,-2.5,-2.7,mmu04081,Hormone signaling - Mus musculus (house mouse),M000011,2,0
0,1,0,1,0,0,0,-2.4,0,-2.5,0,0,GO:0070884,regulation of calcineurin-NFAT signaling cascade,M010100,2,0
0,0,0,0,1,1,0,0,0,0,-4.3,-2.6,R-MMU-9709957,Sensory Perception,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.2,-2.7,R-MMU-5654221,Phospholipase C-mediated cascade; FGFR2,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.4,-2.2,GO:0042473,outer ear morphogenesis,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.4,-3.3,GO:0009954,proximal/distal pattern formation,M000011,2,0
0,1,1,0,0,0,0,-2.2,-3.5,0,0,0,WP1251,Metapathway biotransformation,M011000,2,0
0,0,0,0,1,1,0,0,0,0,-3.8,-2.7,GO:0006858,extracellular transport,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.9,-2.7,GO:2000969,positive regulation of AMPA receptor activity,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.5,-2.4,mmu04061,Viral protein interaction with cytokine and cytokine receptor - Mus musculus (house mouse),M000011,2,0
0,0,0,0,1,1,0,0,0,0,-5.1,-4.7,GO:0098916,anterograde trans-synaptic signaling,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-5.2,-6.3,GO:0035725,sodium ion transmembrane transport,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-8,-6.1,WP41,GPCRs other,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-4.6,-5.2,GO:0071805,potassium ion transmembrane transport,M000011,2,0
0,0,0,1,0,1,0,0,0,-6.7,0,-3,GO:0043501,skeletal muscle adaptation,M000101,2,0
0,0,0,0,1,1,0,0,0,0,-4.2,-3.1,GO:0009566,fertilization,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-6.1,-7.1,GO:0042391,regulation of membrane potential,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-6.5,-6.4,WP1396,GPCRs non odorant,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.3,-2.2,GO:0042713,sperm ejaculation,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.7,-2.4,R-MMU-209776,Metabolism of amine-derived hormones,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-4.1,-3.6,GO:0048240,sperm capacitation,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.4,-2.1,GO:1901317,regulation of flagellated sperm motility,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.3,-2.3,GO:0051899,membrane depolarization,M000011,2,0
0,0,0,1,0,1,0,0,0,-2.3,0,-4.3,GO:0043269,regulation of monoatomic ion transport,M000101,2,0
0,1,1,0,0,0,0,-2.1,-3.3,0,0,0,R-MMU-211958,Miscellaneous substrates,M011000,2,0
0,0,0,0,1,1,0,0,0,0,-2.8,-3.5,GO:0060872,semicircular canal development,M000011,2,0
1,0,1,0,0,0,-2.9,0,-6.9,0,0,0,GO:0019369,arachidonate metabolic process,M101000,2,0
0,0,0,0,1,1,0,0,0,0,-8.6,-6.2,GO:0022412,cellular process involved in reproduction in multicellular organism,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-6.1,-5.4,GO:0099537,trans-synaptic signaling,M000011,2,0
0,1,1,0,0,0,0,-2.3,-4.9,0,0,0,R-MMU-211897,Cytochrome P450 - arranged by substrate type,M011000,2,0
0,0,0,0,1,1,0,0,0,0,-2.4,-2.6,GO:0019233,sensory perception of pain,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.5,-2.1,GO:0071695,anatomical structure maturation,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.6,-3.5,GO:0098970,postsynaptic neurotransmitter receptor diffusion trapping,M000011,2,0
0,1,0,0,0,1,0,-7.8,0,0,0,-3.1,GO:0050879,multicellular organismal movement,M010001,2,0
0,0,0,0,1,1,0,0,0,0,-2.2,-3.1,WP3632,Lung fibrosis,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.5,-2.1,R-MMU-112314,Neurotransmitter receptors and postsynaptic signal transmission,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.9,-2.7,R-MMU-5576894,Phase 1 - inactivation of fast Na+ channels,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3.4,-2.7,GO:0051966,"regulation of synaptic transmission, glutamatergic",M000011,2,0
1,0,1,0,0,0,-2.3,0,-8.5,0,0,0,GO:0001676,long-chain fatty acid metabolic process,M101000,2,0
0,0,0,0,1,1,0,0,0,0,-2.6,-2.4,GO:0046877,regulation of saliva secretion,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3.6,-3.9,GO:0001508,action potential,M000011,2,0
1,0,1,0,0,0,-2,0,-2.2,0,0,0,GO:0045834,positive regulation of lipid metabolic process,M101000,2,0
1,0,1,0,0,0,-2.3,0,-8.2,0,0,0,GO:0006690,icosanoid metabolic process,M101000,2,0
0,0,0,0,1,1,0,0,0,0,-7.3,-7.3,R-MMU-500792,GPCR ligand binding,M000011,2,0
0,0,0,1,0,1,0,0,0,-5.1,0,-4.1,R-MMU-1592389,Activation of Matrix Metalloproteinases,M000101,2,0
0,0,0,0,1,1,0,0,0,0,-2.8,-2.7,GO:0006874,intracellular calcium ion homeostasis,M000011,2,0
0,1,1,0,0,0,0,-2.5,-10,0,0,0,GO:0120254,olefinic compound metabolic process,M011000,2,0
0,0,0,0,1,1,0,0,0,0,-2.3,-2.2,GO:0048808,male genitalia morphogenesis,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.2,-2.5,GO:0090103,cochlea morphogenesis,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.4,-2.1,GO:0007187,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",M000011,2,0
1,1,0,0,0,0,-2.2,-3.1,0,0,0,0,WP385,Myometrial relaxation and contraction pathways,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-10,-8.4,GO:0097722,sperm motility,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.8,-4,GO:0019226,transmission of nerve impulse,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.4,-2.2,GO:0031652,positive regulation of heat generation,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-10,-8.6,GO:0001539,cilium or flagellum-dependent cell motility,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3.5,-2.4,GO:0007342,fusion of sperm to egg plasma membrane involved in single fertilization,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3.5,-2.4,GO:0035082,axoneme assembly,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.7,-3,GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-5.1,-4.7,GO:0007268,chemical synaptic transmission,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.8,-2.5,GO:0038003,G protein-coupled opioid receptor signaling pathway,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.3,-2.2,GO:0090598,male anatomical structure morphogenesis,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3.4,-2.8,GO:0099565,"chemical synaptic transmission, postsynaptic",M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.3,-2.2,R-MMU-5662702,Melanin biosynthesis,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.9,-2.3,GO:0009952,anterior/posterior pattern specification,M000011,2,0
0,1,0,0,0,1,0,-8.3,0,0,0,-3.5,GO:0050881,musculoskeletal movement,M010001,2,0
0,0,0,0,1,1,0,0,0,0,-3,-2.4,GO:0060079,excitatory postsynaptic potential,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-5.4,-5.5,R-MMU-112316,Neuronal System,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.2,-2.3,GO:0055074,calcium ion homeostasis,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.4,-2.2,mmu04727,GABAergic synapse - Mus musculus (house mouse),M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.1,-2.7,GO:1903522,regulation of blood circulation,M000011,2,0
0,1,0,1,0,0,0,-7.5,0,-7.6,0,0,GO:0060537,muscle tissue development,M010100,2,0
0,0,0,0,1,1,0,0,0,0,-2.6,-3.5,GO:0099628,neurotransmitter receptor diffusion trapping,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-5.4,-4.5,GO:0070588,calcium ion transmembrane transport,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.7,-2.5,GO:0009946,proximal/distal axis specification,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3,-2.7,GO:0002676,regulation of chronic inflammatory response,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-7,-5.1,mmu04082,Neuroactive ligand signaling - Mus musculus (house mouse),M000011,2,0
0,1,0,1,0,0,0,-3.9,0,-2.1,0,0,GO:0007507,heart development,M010100,2,0
0,0,0,0,1,1,0,0,0,0,-2.3,-2,R-MMU-5654219,Phospholipase C-mediated cascade: FGFR1,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3.4,-3.8,R-MMU-418555,G alpha (s) signalling events,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3.5,-2.4,GO:0120316,sperm flagellum assembly,M000011,2,0
0,1,0,1,0,0,0,-2.1,0,-5.2,0,0,GO:0061436,establishment of skin barrier,M010100,2,0
0,1,0,0,0,1,0,-10,0,0,0,-5.5,GO:0003009,skeletal muscle contraction,M010001,2,0
0,0,0,0,1,1,0,0,0,0,-2.4,-2.2,GO:0060046,regulation of acrosome reaction,M000011,2,0
