_MEMBER_DESeq2_meta_sig_12filter,_MEMBER_FLT_cluster_13_muscle_contractile,_MEMBER_FLT_cluster_14_liver_secreted,_MEMBER_FLT_cluster_15_contractile_mito,_MEMBER_FLT_cluster_3_mixed_stress,_MEMBER_GC_cluster_1_DE_enriched,_LogP_DESeq2_meta_sig_12filter,_LogP_FLT_cluster_13_muscle_contractile,_LogP_FLT_cluster_14_liver_secreted,_LogP_FLT_cluster_15_contractile_mito,_LogP_FLT_cluster_3_mixed_stress,_LogP_GC_cluster_1_DE_enriched,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,0,0,1,0,0,0,0,0,-2.1,0,0,GO:1904062,regulation of monoatomic cation transmembrane transport,M000100,1,0
0,0,0,1,0,0,0,0,0,-3.5,0,0,GO:0043500,muscle adaptation,M000100,1,0
0,0,1,0,0,0,0,0,-2.7,0,0,0,mmu01040,Biosynthesis of unsaturated fatty acids - Mus musculus (house mouse),M001000,1,0
0,0,1,0,0,0,0,0,-6.8,0,0,0,R-MMU-72766,Translation,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,GO:0023061,signal release,M000010,1,0
0,0,0,1,0,0,0,0,0,-3.2,0,0,R-MMU-1442490,Collagen degradation,M000100,1,0
0,0,1,0,0,0,0,0,-5,0,0,0,mmu04710,Circadian rhythm - Mus musculus (house mouse),M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.2,0,GO:0097485,neuron projection guidance,M000010,1,0
0,1,0,0,0,0,0,-2.2,0,0,0,0,GO:1901880,negative regulation of protein depolymerization,M010000,1,0
0,0,1,0,0,0,0,0,-6.4,0,0,0,GO:0009820,alkaloid metabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-2.9,0,0,0,WP103,Cholesterol biosynthesis,M001000,1,0
0,0,1,0,0,0,0,0,-2.2,0,0,0,GO:0015980,energy derivation by oxidation of organic compounds,M001000,1,0
0,1,0,0,0,0,0,-2.7,0,0,0,0,GO:0032780,negative regulation of ATP-dependent activity,M010000,1,0
0,0,1,0,0,0,0,0,-2.2,0,0,0,GO:0044321,response to leptin,M001000,1,0
0,0,1,0,0,0,0,0,-2.1,0,0,0,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.3,0,GO:0003352,regulation of cilium movement,M000010,1,0
0,0,1,0,0,0,0,0,-2,0,0,0,GO:0019693,ribose phosphate metabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-5.7,0,0,0,R-MMU-211981,Xenobiotics,M001000,1,0
0,0,1,0,0,0,0,0,-7.2,0,0,0,GO:0140242,translation at postsynapse,M001000,1,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,mmu05163,Human cytomegalovirus infection - Mus musculus (house mouse),M100000,1,0
0,0,1,0,0,0,0,0,-2.8,0,0,0,GO:0033865,nucleoside bisphosphate metabolic process,M001000,1,0
0,1,0,0,0,0,0,-2.2,0,0,0,0,GO:0032781,positive regulation of ATP-dependent activity,M010000,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,GO:0044093,positive regulation of molecular function,M100000,1,0
0,0,1,0,0,0,0,0,-3.4,0,0,0,GO:0007622,rhythmic behavior,M001000,1,0
0,0,0,1,0,0,0,0,0,-2.6,0,0,mmu00350,Tyrosine metabolism - Mus musculus (house mouse),M000100,1,0
0,0,1,0,0,0,0,0,-17,0,0,0,WP163,Cytoplasmic ribosomal proteins,M001000,1,0
0,0,1,0,0,0,0,0,-2.9,0,0,0,GO:0006692,prostanoid metabolic process,M001000,1,0
0,1,0,0,0,0,0,-3.9,0,0,0,0,GO:0030834,regulation of actin filament depolymerization,M010000,1,0
0,0,0,1,0,0,0,0,0,-3.4,0,0,GO:0019372,lipoxygenase pathway,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.4,GO:0048245,eosinophil chemotaxis,M000001,1,0
0,0,1,0,0,0,0,0,-2.3,0,0,0,GO:0061377,mammary gland lobule development,M001000,1,0
0,0,1,0,0,0,0,0,-6.6,0,0,0,GO:0006721,terpenoid metabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-2.8,0,0,0,GO:0033875,ribonucleoside bisphosphate metabolic process,M001000,1,0
0,1,0,0,0,0,0,-2.4,0,0,0,0,GO:0036336,dendritic cell migration,M010000,1,0
0,0,0,1,0,0,0,0,0,-2.8,0,0,GO:0070885,negative regulation of calcineurin-NFAT signaling cascade,M000100,1,0
0,0,0,1,0,0,0,0,0,-2.7,0,0,GO:0090183,regulation of kidney development,M000100,1,0
0,0,1,0,0,0,0,0,-5.2,0,0,0,R-MMU-9748784,Drug ADME,M001000,1,0
0,0,1,0,0,0,0,0,-3.3,0,0,0,GO:0008610,lipid biosynthetic process,M001000,1,0
0,0,0,1,0,0,0,0,0,-2.7,0,0,GO:0072234,metanephric nephron tubule development,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.7,GO:0030916,otic vesicle formation,M000001,1,0
0,0,1,0,0,0,0,0,-2.5,0,0,0,GO:0045912,negative regulation of carbohydrate metabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-11,0,0,0,mmu00140,Steroid hormone biosynthesis - Mus musculus (house mouse),M001000,1,0
0,0,1,0,0,0,0,0,-2.2,0,0,0,GO:0015669,gas transport,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.5,GO:0007320,insemination,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.8,0,GO:0061564,axon development,M000010,1,0
0,1,0,0,0,0,0,-2.4,0,0,0,0,GO:0048644,muscle organ morphogenesis,M010000,1,0
0,0,1,0,0,0,0,0,-2.1,0,0,0,GO:0045833,negative regulation of lipid metabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-2.3,0,0,0,R-MMU-194068,Bile acid and bile salt metabolism,M001000,1,0
1,0,0,0,0,0,-2.4,0,0,0,0,0,mmu05022,Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse),M100000,1,0
0,1,0,0,0,0,0,-2.3,0,0,0,0,GO:0043266,regulation of potassium ion transport,M010000,1,0
0,0,0,1,0,0,0,0,0,-3.5,0,0,GO:0042759,long-chain fatty acid biosynthetic process,M000100,1,0
0,0,0,1,0,0,0,0,0,-2.5,0,0,GO:0045618,positive regulation of keratinocyte differentiation,M000100,1,0
0,0,1,0,0,0,0,0,-3.7,0,0,0,GO:0046394,carboxylic acid biosynthetic process,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,GO:0021516,dorsal spinal cord development,M000001,1,0
0,0,1,0,0,0,0,0,-5.6,0,0,0,GO:0010817,regulation of hormone levels,M001000,1,0
0,0,0,1,0,0,0,0,0,-2.7,0,0,GO:0001656,metanephros development,M000100,1,0
0,0,0,1,0,0,0,0,0,-2.3,0,0,GO:0051154,negative regulation of striated muscle cell differentiation,M000100,1,0
0,0,1,0,0,0,0,0,-6.4,0,0,0,GO:0070989,oxidative demethylation,M001000,1,0
0,0,1,0,0,0,0,0,-3.6,0,0,0,mmu05216,Thyroid cancer - Mus musculus (house mouse),M001000,1,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,mmu04668,TNF signaling pathway - Mus musculus (house mouse),M100000,1,0
0,1,0,0,0,0,0,-3.1,0,0,0,0,GO:2000050,regulation of non-canonical Wnt signaling pathway,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.4,GO:0015816,glycine transport,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,GO:1903804,glycine import across plasma membrane,M000010,1,0
0,0,1,0,0,0,0,0,-18,0,0,0,GO:0006805,xenobiotic metabolic process,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,GO:0007601,visual perception,M000010,1,0
1,0,0,0,0,0,-3.6,0,0,0,0,0,GO:0014075,response to amine,M100000,1,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,GO:0043255,regulation of carbohydrate biosynthetic process,M001000,1,0
1,0,0,0,0,0,-2.1,0,0,0,0,0,mmu04934,Cushing syndrome - Mus musculus (house mouse),M100000,1,0
0,0,1,0,0,0,0,0,-3.3,0,0,0,R-MMU-9749641,Aspirin ADME,M001000,1,0
0,0,1,0,0,0,0,0,-13,0,0,0,R-MMU-1799339,SRP-dependent cotranslational protein targeting to membrane,M001000,1,0
0,0,1,0,0,0,0,0,-2.7,0,0,0,R-MMU-72702,Ribosomal scanning and start codon recognition,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.1,mmu04024,cAMP signaling pathway - Mus musculus (house mouse),M000001,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,GO:0045229,external encapsulating structure organization,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2,R-MMU-5654695,PI-3K cascade:FGFR2,M000001,1,0
0,0,1,0,0,0,0,0,-2.3,0,0,0,GO:0046164,alcohol catabolic process,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.3,GO:0032309,icosanoid secretion,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.7,0,R-MMU-110330,Recognition and association of DNA glycosylase with site containing an affected purine,M000010,1,0
0,1,0,0,0,0,0,-3.8,0,0,0,0,GO:0043502,regulation of muscle adaptation,M010000,1,0
0,0,0,1,0,0,0,0,0,-2.8,0,0,GO:0072074,kidney mesenchyme development,M000100,1,0
0,0,1,0,0,0,0,0,-2,0,0,0,R-MMU-9018519,Estrogen-dependent gene expression,M001000,1,0
0,0,1,0,0,0,0,0,-6,0,0,0,GO:0070988,demethylation,M001000,1,0
0,0,1,0,0,0,0,0,-8.5,0,0,0,GO:0019373,epoxygenase P450 pathway,M001000,1,0
0,0,1,0,0,0,0,0,-3.7,0,0,0,GO:0000038,very long-chain fatty acid metabolic process,M001000,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,GO:0033673,negative regulation of kinase activity,M100000,1,0
0,0,0,1,0,0,0,0,0,-5.6,0,0,mmu04382,Cornified envelope formation - Mus musculus (house mouse),M000100,1,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,GO:0019217,regulation of fatty acid metabolic process,M100000,1,0
0,1,0,0,0,0,0,-2.2,0,0,0,0,GO:0010662,regulation of striated muscle cell apoptotic process,M010000,1,0
1,0,0,0,0,0,-4,0,0,0,0,0,WP5242,Comprehensive IL 17A signaling,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,R-MMU-2299718,Condensation of Prophase Chromosomes,M000010,1,0
0,0,1,0,0,0,0,0,-3.5,0,0,0,GO:0007595,lactation,M001000,1,0
0,0,1,0,0,0,0,0,-2.8,0,0,0,mmu01524,Platinum drug resistance - Mus musculus (house mouse),M001000,1,0
0,0,0,1,0,0,0,0,0,-2.8,0,0,GO:0106057,negative regulation of calcineurin-mediated signaling,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-2,GO:0099587,inorganic ion import across plasma membrane,M000001,1,0
0,0,1,0,0,0,0,0,-4.2,0,0,0,GO:0034308,primary alcohol metabolic process,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.3,0,R-MMU-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,M000010,1,0
0,1,0,0,0,0,0,-2.7,0,0,0,0,GO:0034762,regulation of transmembrane transport,M010000,1,0
0,1,0,0,0,0,0,-2.7,0,0,0,0,GO:0022407,regulation of cell-cell adhesion,M010000,1,0
0,0,1,0,0,0,0,0,-5.6,0,0,0,R-MMU-211859,Biological oxidations,M001000,1,0
0,0,1,0,0,0,0,0,-8.6,0,0,0,R-MMU-72312,rRNA processing,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,R-MMU-9670095,Inhibition of DNA recombination at telomere,M000010,1,0
0,0,1,0,0,0,0,0,-9.9,0,0,0,GO:0006790,sulfur compound metabolic process,M001000,1,0
0,1,0,0,0,0,0,-3.6,0,0,0,0,GO:0014850,response to muscle activity,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2,0,GO:0031650,regulation of heat generation,M000010,1,0
0,1,0,0,0,0,0,-4.2,0,0,0,0,R-MMU-8935690,Digestion,M010000,1,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,GO:0044092,negative regulation of molecular function,M001000,1,0
0,0,1,0,0,0,0,0,-2.6,0,0,0,GO:0044272,sulfur compound biosynthetic process,M001000,1,0
0,1,0,0,0,0,0,-2.5,0,0,0,0,GO:0014904,myotube cell development,M010000,1,0
1,0,0,0,0,0,-2.1,0,0,0,0,0,GO:0070665,positive regulation of leukocyte proliferation,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.3,GO:2001014,regulation of skeletal muscle cell differentiation,M000001,1,0
0,1,0,0,0,0,0,-3,0,0,0,0,GO:0055008,cardiac muscle tissue morphogenesis,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.4,0,GO:0007338,single fertilization,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-3,R-MMU-2142770,Synthesis of 15-eicosatetraenoic acid derivatives,M000001,1,0
0,0,1,0,0,0,0,0,-4.7,0,0,0,GO:0006575,modified amino acid metabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-4.7,0,0,0,GO:0016101,diterpenoid metabolic process,M001000,1,0
0,0,0,1,0,0,0,0,0,-3.7,0,0,GO:0043588,skin development,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.5,GO:0044703,multi-organism reproductive process,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.1,GO:1990869,cellular response to chemokine,M000001,1,0
0,1,0,0,0,0,0,-2.7,0,0,0,0,GO:0014733,regulation of skeletal muscle adaptation,M010000,1,0
0,1,0,0,0,0,0,-6.3,0,0,0,0,mmu05410,Hypertrophic cardiomyopathy - Mus musculus (house mouse),M010000,1,0
1,0,0,0,0,0,-2.1,0,0,0,0,0,GO:0045216,cell-cell junction organization,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.4,GO:0046888,negative regulation of hormone secretion,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,GO:0072513,positive regulation of secondary heart field cardioblast proliferation,M000001,1,0
0,1,0,0,0,0,0,-3.3,0,0,0,0,GO:0045988,negative regulation of striated muscle contraction,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-4,GO:0071599,otic vesicle development,M000001,1,0
0,1,0,0,0,0,0,-5.5,0,0,0,0,GO:0030048,actin filament-based movement,M010000,1,0
0,0,0,1,0,0,0,0,0,-2.5,0,0,GO:0072243,metanephric nephron epithelium development,M000100,1,0
0,0,1,0,0,0,0,0,-3.1,0,0,0,GO:0062014,negative regulation of small molecule metabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-2.3,0,0,0,GO:0097305,response to alcohol,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,GO:0017158,regulation of calcium ion-dependent exocytosis,M000010,1,0
0,0,0,1,0,0,0,0,0,-2.9,0,0,R-MMU-1462054,Alpha-defensins,M000100,1,0
0,1,0,0,0,0,0,-3.7,0,0,0,0,GO:0007015,actin filament organization,M010000,1,0
0,0,1,0,0,0,0,0,-2.5,0,0,0,mmu00770,Pantothenate and CoA biosynthesis - Mus musculus (house mouse),M001000,1,0
0,0,0,1,0,0,0,0,0,-2.8,0,0,GO:0031000,response to caffeine,M000100,1,0
0,0,1,0,0,0,0,0,-4.9,0,0,0,WP544,Exercise induced circadian regulation,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2,GO:0098659,inorganic cation import across plasma membrane,M000001,1,0
0,1,0,0,0,0,0,-2.3,0,0,0,0,GO:0030858,positive regulation of epithelial cell differentiation,M010000,1,0
1,0,0,0,0,0,-2.1,0,0,0,0,0,R-MMU-8978868,Fatty acid metabolism,M100000,1,0
0,0,0,1,0,0,0,0,0,-2.2,0,0,R-MMU-1461973,Defensins,M000100,1,0
0,0,1,0,0,0,0,0,-2.6,0,0,0,R-MMU-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",M001000,1,0
0,0,1,0,0,0,0,0,-2.5,0,0,0,GO:0010906,regulation of glucose metabolic process,M001000,1,0
1,0,0,0,0,0,-3.2,0,0,0,0,0,GO:0009611,response to wounding,M100000,1,0
0,0,1,0,0,0,0,0,-2.5,0,0,0,GO:0006637,acyl-CoA metabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-2.5,0,0,0,GO:0046320,regulation of fatty acid oxidation,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.3,GO:0071715,icosanoid transport,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.8,0,GO:0007389,pattern specification process,M000010,1,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,GO:0031998,regulation of fatty acid beta-oxidation,M001000,1,0
0,0,1,0,0,0,0,0,-2.5,0,0,0,GO:0043252,sodium-independent organic anion transport,M001000,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:0045598,regulation of fat cell differentiation,M100000,1,0
1,0,0,0,0,0,-2.8,0,0,0,0,0,GO:0031214,biomineral tissue development,M100000,1,0
0,0,1,0,0,0,0,0,-11,0,0,0,R-MMU-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),M001000,1,0
0,0,0,1,0,0,0,0,0,-5.7,0,0,R-MMU-2142712,Synthesis of 12-eicosatetraenoic acid derivatives,M000100,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,R-MMU-390666,Serotonin receptors,M000010,1,0
0,1,0,0,0,0,0,-2.7,0,0,0,0,GO:0014902,myotube differentiation,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,R-MMU-774815,Nucleosome assembly,M000010,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:0050671,positive regulation of lymphocyte proliferation,M100000,1,0
0,0,0,1,0,0,0,0,0,-2.7,0,0,GO:0055003,cardiac myofibril assembly,M000100,1,0
0,1,0,0,0,0,0,-3.1,0,0,0,0,GO:1901879,regulation of protein depolymerization,M010000,1,0
0,0,0,1,0,0,0,0,0,-2.2,0,0,GO:0003338,metanephros morphogenesis,M000100,1,0
0,0,0,0,1,0,0,0,0,0,-2.7,0,R-MMU-212300,PRC2 methylates histones and DNA,M000010,1,0
0,0,0,1,0,0,0,0,0,-2.4,0,0,GO:0072170,metanephric tubule development,M000100,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,mmu04921,Oxytocin signaling pathway - Mus musculus (house mouse),M100000,1,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,GO:0018958,phenol-containing compound metabolic process,M001000,1,0
0,0,0,1,0,0,0,0,0,-2.9,0,0,GO:0016331,morphogenesis of embryonic epithelium,M000100,1,0
0,0,1,0,0,0,0,0,-2.5,0,0,0,GO:0015718,monocarboxylic acid transport,M001000,1,0
0,0,1,0,0,0,0,0,-10,0,0,0,R-MMU-9948299,Ribosome-associated quality control,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,R-MMU-9609736,Assembly and cell surface presentation of NMDA receptors,M000010,1,0
0,0,1,0,0,0,0,0,-4.8,0,0,0,GO:0016125,sterol metabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-4.5,0,0,0,R-MMU-211945,Phase I - Functionalization of compounds,M001000,1,0
0,0,1,0,0,0,0,0,-3.7,0,0,0,GO:0120162,positive regulation of cold-induced thermogenesis,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,R-MMU-73929,"Base-Excision Repair, AP Site Formation",M000010,1,0
0,1,0,0,0,0,0,-2.5,0,0,0,0,GO:0071379,cellular response to prostaglandin stimulus,M010000,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,mmu04936,Alcoholic liver disease - Mus musculus (house mouse),M100000,1,0
0,0,1,0,0,0,0,0,-8.3,0,0,0,GO:0006631,fatty acid metabolic process,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,GO:0030279,negative regulation of ossification,M000010,1,0
0,0,1,0,0,0,0,0,-3.9,0,0,0,GO:0015849,organic acid transport,M001000,1,0
0,0,1,0,0,0,0,0,-11,0,0,0,R-MMU-72613,Eukaryotic Translation Initiation,M001000,1,0
0,1,0,0,0,0,0,-2.3,0,0,0,0,GO:0043244,regulation of protein-containing complex disassembly,M010000,1,0
0,1,0,0,0,0,0,-2.2,0,0,0,0,GO:0006109,regulation of carbohydrate metabolic process,M010000,1,0
0,0,1,0,0,0,0,0,-3.1,0,0,0,GO:0042908,xenobiotic transport,M001000,1,0
0,0,1,0,0,0,0,0,-2.2,0,0,0,GO:0019748,secondary metabolic process,M001000,1,0
1,0,0,0,0,0,-2.9,0,0,0,0,0,GO:0048660,regulation of smooth muscle cell proliferation,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,R-MMU-73927,Depurination,M000010,1,0
0,0,1,0,0,0,0,0,-13,0,0,0,R-MMU-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.8,0,R-MMU-5689901,Metalloprotease DUBs,M000010,1,0
0,0,1,0,0,0,0,0,-2.8,0,0,0,CORUM:382,"Respiratory chain complex I, mitochondrial",M001000,1,0
0,0,1,0,0,0,0,0,-2.7,0,0,0,GO:0098754,detoxification,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.3,mmu04918,Thyroid hormone synthesis - Mus musculus (house mouse),M000001,1,0
0,1,0,0,0,0,0,-4.6,0,0,0,0,GO:1903115,regulation of actin filament-based movement,M010000,1,0
0,0,1,0,0,0,0,0,-11,0,0,0,R-MMU-927802,Nonsense-Mediated Decay (NMD),M001000,1,0
0,0,1,0,0,0,0,0,-2,0,0,0,GO:0055088,lipid homeostasis,M001000,1,0
0,0,0,1,0,0,0,0,0,-3.8,0,0,GO:0014888,striated muscle adaptation,M000100,1,0
0,1,0,0,0,0,0,-2.7,0,0,0,0,R-MMU-211979,Eicosanoids,M010000,1,0
