_MEMBER_DESeq2_meta_sig_12filter,_MEMBER_FLT_cluster_13_muscle_contractile,_MEMBER_FLT_cluster_14_liver_secreted,_MEMBER_FLT_cluster_15_contractile_mito,_MEMBER_FLT_cluster_3_mixed_stress,_MEMBER_GC_cluster_1_DE_enriched,_LogP_DESeq2_meta_sig_12filter,_LogP_FLT_cluster_13_muscle_contractile,_LogP_FLT_cluster_14_liver_secreted,_LogP_FLT_cluster_15_contractile_mito,_LogP_FLT_cluster_3_mixed_stress,_LogP_GC_cluster_1_DE_enriched,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,1,0,0,0,0,0,-3.8,0,0,0,0,R-MMU-8963743,Digestion and absorption,M010000,1,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,GO:0006068,ethanol catabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-6.4,0,0,0,GO:1902652,secondary alcohol metabolic process,M001000,1,0
0,0,0,1,0,0,0,0,0,-4.3,0,0,GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,M000100,1,0
0,0,1,0,0,0,0,0,-2.7,0,0,0,GO:0036197,zymosterol biosynthetic process,M001000,1,0
0,0,1,0,0,0,0,0,-3.3,0,0,0,GO:0043086,negative regulation of catalytic activity,M001000,1,0
0,1,0,0,0,0,0,-2.3,0,0,0,0,GO:0010665,regulation of cardiac muscle cell apoptotic process,M010000,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,mmu04657,IL-17 signaling pathway - Mus musculus (house mouse),M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.4,GO:0150037,regulation of calcium-dependent activation of synaptic vesicle fusion,M000001,1,0
0,0,1,0,0,0,0,0,-3,0,0,0,GO:0051346,negative regulation of hydrolase activity,M001000,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,GO:0034767,positive regulation of monoatomic ion transmembrane transport,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.3,0,R-MMU-9940951,Interaction of NuRD complexes with transcription factors,M000010,1,0
0,0,1,0,0,0,0,0,-6.5,0,0,0,GO:0007623,circadian rhythm,M001000,1,0
0,0,1,0,0,0,0,0,-11,0,0,0,GO:0009410,response to xenobiotic stimulus,M001000,1,0
0,0,1,0,0,0,0,0,-12,0,0,0,GO:1901740,negative regulation of myoblast fusion,M001000,1,0
0,0,1,0,0,0,0,0,-3.6,0,0,0,GO:0006869,lipid transport,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.7,GO:0045162,clustering of voltage-gated sodium channels,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,GO:0007620,copulation,M000001,1,0
1,0,0,0,0,0,-2.1,0,0,0,0,0,GO:0008285,negative regulation of cell population proliferation,M100000,1,0
0,0,0,1,0,0,0,0,0,-2.1,0,0,GO:0043651,linoleic acid metabolic process,M000100,1,0
0,1,0,0,0,0,0,-2.8,0,0,0,0,R-MMU-3000171,Non-integrin membrane-ECM interactions,M010000,1,0
0,0,1,0,0,0,0,0,-11,0,0,0,mmu00830,Retinol metabolism - Mus musculus (house mouse),M001000,1,0
0,1,0,0,0,0,0,-3.2,0,0,0,0,GO:0071872,cellular response to epinephrine stimulus,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,GO:0019228,neuronal action potential,M000001,1,0
0,0,1,0,0,0,0,0,-3.9,0,0,0,GO:0046942,carboxylic acid transport,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.4,R-MMU-983712,Ion channel transport,M000001,1,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,mmu05208,Chemical carcinogenesis - reactive oxygen species - Mus musculus (house mouse),M001000,1,0
0,0,0,1,0,0,0,0,0,-2.5,0,0,R-MMU-2022090,Assembly of collagen fibrils and other multimeric structures,M000100,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:0043068,positive regulation of programmed cell death,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.3,0,mmu05032,Morphine addiction - Mus musculus (house mouse),M000010,1,0
0,0,1,0,0,0,0,0,-10,0,0,0,GO:1901739,regulation of myoblast fusion,M001000,1,0
0,0,0,1,0,0,0,0,0,-3.8,0,0,GO:0035051,cardiocyte differentiation,M000100,1,0
0,0,0,1,0,0,0,0,0,-2.5,0,0,GO:0007379,segment specification,M000100,1,0
0,1,0,0,0,0,0,-4.4,0,0,0,0,R-MMU-9913351,Formation of the dystrophin-glycoprotein complex (DGC),M010000,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.8,GO:0042471,ear morphogenesis,M000001,1,0
0,1,0,0,0,0,0,-2.6,0,0,0,0,GO:0060415,muscle tissue morphogenesis,M010000,1,0
0,0,1,0,0,0,0,0,-3.5,0,0,0,GO:0048512,circadian behavior,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.2,0,R-MMU-9764560,Regulation of CDH1 Gene Transcription,M000010,1,0
0,0,0,1,0,0,0,0,0,-2.2,0,0,GO:0072028,nephron morphogenesis,M000100,1,0
0,1,0,0,0,0,0,-2,0,0,0,0,GO:0051560,mitochondrial calcium ion homeostasis,M010000,1,0
0,0,1,0,0,0,0,0,-2.9,0,0,0,WP4351,Omega 9 fatty acid synthesis,M001000,1,0
0,1,0,0,0,0,0,-4.1,0,0,0,0,mmu05412,Arrhythmogenic right ventricular cardiomyopathy - Mus musculus (house mouse),M010000,1,0
0,0,1,0,0,0,0,0,-11,0,0,0,GO:0042178,xenobiotic catabolic process,M001000,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,mmu05224,Breast cancer - Mus musculus (house mouse),M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.2,0,GO:0036159,inner dynein arm assembly,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,R-MMU-606279,Deposition of new CENPA-containing nucleosomes at the centromere,M000010,1,0
0,0,1,0,0,0,0,0,-2.1,0,0,0,GO:0009259,ribonucleotide metabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-3,0,0,0,WP4346,Cholesterol metabolism with Bloch and Kandutsch Russell pathways,M001000,1,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,GO:0046890,regulation of lipid biosynthetic process,M001000,1,0
0,1,0,0,0,0,0,-3.3,0,0,0,0,GO:1902307,positive regulation of sodium ion transmembrane transport,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2,0,GO:2000155,positive regulation of cilium-dependent cell motility,M000010,1,0
0,0,0,1,0,0,0,0,0,-2.8,0,0,GO:0048729,tissue morphogenesis,M000100,1,0
0,0,1,0,0,0,0,0,-7.1,0,0,0,GO:0160307,protein biosynthetic process,M001000,1,0
0,1,0,0,0,0,0,-3.4,0,0,0,0,GO:0002407,dendritic cell chemotaxis,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.1,GO:0050910,detection of mechanical stimulus involved in sensory perception of sound,M000001,1,0
0,1,0,0,0,0,0,-9,0,0,0,0,GO:0033275,actin-myosin filament sliding,M010000,1,0
0,0,1,0,0,0,0,0,-4.5,0,0,0,R-MMU-9027307,Biosynthesis of maresin-like SPMs,M001000,1,0
1,0,0,0,0,0,-3.4,0,0,0,0,0,GO:0035270,endocrine system development,M100000,1,0
1,0,0,0,0,0,-3.3,0,0,0,0,0,GO:0030282,bone mineralization,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.2,0,R-MMU-9764725,Negative Regulation of CDH1 Gene Transcription,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,R-MMU-629587,Highly sodium permeable postsynaptic acetylcholine nicotinic receptors,M000010,1,0
0,0,1,0,0,0,0,0,-4.1,0,0,0,mmu00983,Drug metabolism - other enzymes - Mus musculus (house mouse),M001000,1,0
0,0,0,1,0,0,0,0,0,-5.3,0,0,GO:0008544,epidermis development,M000100,1,0
0,0,1,0,0,0,0,0,-14,0,0,0,mmu03010,Ribosome - Mus musculus (house mouse),M001000,1,0
0,0,0,1,0,0,0,0,0,-3.8,0,0,GO:0072189,ureter development,M000100,1,0
0,0,0,0,1,0,0,0,0,0,-2.3,0,mmu05320,Autoimmune thyroid disease - Mus musculus (house mouse),M000010,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,GO:0003007,heart morphogenesis,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,GO:0051045,negative regulation of membrane protein ectodomain proteolysis,M000010,1,0
0,0,1,0,0,0,0,0,-2.2,0,0,0,mmu05214,Glioma - Mus musculus (house mouse),M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.2,0,GO:0014072,response to isoquinoline alkaloid,M000010,1,0
0,0,1,0,0,0,0,0,-3.1,0,0,0,GO:0032922,circadian regulation of gene expression,M001000,1,0
0,0,1,0,0,0,0,0,-2.3,0,0,0,GO:0061179,negative regulation of insulin secretion involved in cellular response to glucose stimulus,M001000,1,0
0,1,0,0,0,0,0,-2.8,0,0,0,0,mmu04371,Apelin signaling pathway - Mus musculus (house mouse),M010000,1,0
0,1,0,0,0,0,0,-2.2,0,0,0,0,GO:1902305,regulation of sodium ion transmembrane transport,M010000,1,0
0,0,1,0,0,0,0,0,-3,0,0,0,GO:0062012,regulation of small molecule metabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-3.4,0,0,0,GO:0006753,nucleoside phosphate metabolic process,M001000,1,0
0,1,0,0,0,0,0,-2.5,0,0,0,0,GO:0003334,keratinocyte development,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,GO:0050955,thermoception,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.1,GO:0141163,positive regulation of cAMP/PKA signal transduction,M000001,1,0
0,0,1,0,0,0,0,0,-3.6,0,0,0,GO:0055086,nucleobase-containing small molecule metabolic process,M001000,1,0
0,0,0,1,0,0,0,0,0,-2.1,0,0,GO:0018149,peptide cross-linking,M000100,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,GO:0050965,detection of temperature stimulus involved in sensory perception of pain,M000010,1,0
0,0,1,0,0,0,0,0,-3.6,0,0,0,GO:0010876,lipid localization,M001000,1,0
0,0,0,1,0,0,0,0,0,-2.9,0,0,GO:0051279,regulation of release of sequestered calcium ion into cytosol,M000100,1,0
0,0,1,0,0,0,0,0,-2.8,0,0,0,GO:0042180,ketone metabolic process,M001000,1,0
0,0,0,1,0,0,0,0,0,-3.3,0,0,GO:0006508,proteolysis,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.5,mmu04911,Insulin secretion - Mus musculus (house mouse),M000001,1,0
0,1,0,0,0,0,0,-7,0,0,0,0,mmu05414,Dilated cardiomyopathy - Mus musculus (house mouse),M010000,1,0
0,0,1,0,0,0,0,0,-2.5,0,0,0,GO:0052547,regulation of peptidase activity,M001000,1,0
0,0,1,0,0,0,0,0,-2.7,0,0,0,R-MMU-72649,Translation initiation complex formation,M001000,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,mmu05146,Amoebiasis - Mus musculus (house mouse),M100000,1,0
0,0,1,0,0,0,0,0,-7.1,0,0,0,mmu00591,Linoleic acid metabolism - Mus musculus (house mouse),M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.2,0,GO:1903307,positive regulation of regulated secretory pathway,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2,0,GO:1902093,positive regulation of flagellated sperm motility,M000010,1,0
0,1,0,0,0,0,0,-3.1,0,0,0,0,GO:0034764,positive regulation of transmembrane transport,M010000,1,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,GO:0030258,lipid modification,M001000,1,0
0,0,1,0,0,0,0,0,-4.7,0,0,0,GO:0042573,retinoic acid metabolic process,M001000,1,0
0,0,0,1,0,0,0,0,0,-4.1,0,0,GO:0010832,negative regulation of myotube differentiation,M000100,1,0
0,0,1,0,0,0,0,0,-2.8,0,0,0,GO:0050427,3'-phosphoadenosine 5'-phosphosulfate metabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,GO:0009636,response to toxic substance,M001000,1,0
0,0,0,1,0,0,0,0,0,-2.2,0,0,GO:0072207,metanephric epithelium development,M000100,1,0
0,0,0,0,1,0,0,0,0,0,-2.9,0,R-MMU-9909649,Regulation of PD-L1(CD274) transcription,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.6,0,mmu04060,Cytokine-cytokine receptor interaction - Mus musculus (house mouse),M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,GO:0048705,skeletal system morphogenesis,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,GO:0071907,determination of digestive tract left/right asymmetry,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-2,GO:0050966,detection of mechanical stimulus involved in sensory perception of pain,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.1,GO:1990868,response to chemokine,M000001,1,0
0,1,0,0,0,0,0,-2.9,0,0,0,0,GO:0051693,actin filament capping,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2,GO:1903861,positive regulation of dendrite extension,M000001,1,0
0,0,1,0,0,0,0,0,-3.4,0,0,0,R-MMU-9018677,Biosynthesis of DHA-derived SPMs,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.2,0,R-MMU-190242,FGFR1 ligand binding and activation,M000010,1,0
0,0,1,0,0,0,0,0,-2.8,0,0,0,GO:0042403,thyroid hormone metabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-6.5,0,0,0,R-MMU-9757110,Prednisone ADME,M001000,1,0
0,0,1,0,0,0,0,0,-3.1,0,0,0,mmu00982,Drug metabolism - cytochrome P450 - Mus musculus (house mouse),M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,GO:2000243,positive regulation of reproductive process,M000010,1,0
0,0,1,0,0,0,0,0,-2,0,0,0,R-MMU-382551,Transport of small molecules,M001000,1,0
0,0,1,0,0,0,0,0,-2,0,0,0,GO:0015721,bile acid and bile salt transport,M001000,1,0
0,0,1,0,0,0,0,0,-3,0,0,0,mmu00980,Metabolism of xenobiotics by cytochrome P450 - Mus musculus (house mouse),M001000,1,0
0,0,0,0,1,0,0,0,0,0,-3.4,0,mmu05144,Malaria - Mus musculus (house mouse),M000010,1,0
0,0,1,0,0,0,0,0,-2.2,0,0,0,GO:0050994,regulation of lipid catabolic process,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,GO:0046697,decidualization,M000001,1,0
0,0,0,1,0,0,0,0,0,-2.3,0,0,GO:0072078,nephron tubule morphogenesis,M000100,1,0
0,0,0,1,0,0,0,0,0,-2.4,0,0,GO:0061326,renal tubule development,M000100,1,0
0,0,1,0,0,0,0,0,-3.4,0,0,0,R-MMU-73621,Pyrimidine catabolism,M001000,1,0
1,0,0,0,0,0,-2.1,0,0,0,0,0,GO:0010565,regulation of ketone metabolic process,M100000,1,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,GO:0006469,negative regulation of protein kinase activity,M100000,1,0
0,0,1,0,0,0,0,0,-4.4,0,0,0,GO:0045721,negative regulation of gluconeogenesis,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.2,0,GO:0050953,sensory perception of light stimulus,M000010,1,0
0,1,0,0,0,0,0,-2.7,0,0,0,0,GO:2000052,positive regulation of non-canonical Wnt signaling pathway,M010000,1,0
0,0,1,0,0,0,0,0,-11,0,0,0,R-MMU-156827,L13a-mediated translational silencing of Ceruloplasmin expression,M001000,1,0
0,1,0,0,0,0,0,-2.2,0,0,0,0,GO:0043270,positive regulation of monoatomic ion transport,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,GO:0070593,dendrite self-avoidance,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,GO:0055024,regulation of cardiac muscle tissue development,M000001,1,0
0,1,0,0,0,0,0,-2.7,0,0,0,0,GO:0071380,cellular response to prostaglandin E stimulus,M010000,1,0
0,1,0,0,0,0,0,-2.3,0,0,0,0,GO:0010765,positive regulation of sodium ion transport,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.8,0,GO:0007288,sperm axoneme assembly,M000010,1,0
0,0,1,0,0,0,0,0,-3.7,0,0,0,GO:0070670,response to interleukin-4,M001000,1,0
0,0,0,1,0,0,0,0,0,-2.2,0,0,GO:1901861,regulation of muscle tissue development,M000100,1,0
0,1,0,0,0,0,0,-4.1,0,0,0,0,R-MMU-192456,Digestion of dietary lipid,M010000,1,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,GO:0050764,regulation of phagocytosis,M100000,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,GO:0042060,wound healing,M100000,1,0
0,0,1,0,0,0,0,0,-2.9,0,0,0,GO:0000096,sulfur amino acid metabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-2.1,0,0,0,GO:0052548,regulation of endopeptidase activity,M001000,1,0
0,1,0,0,0,0,0,-2.3,0,0,0,0,GO:0032956,regulation of actin cytoskeleton organization,M010000,1,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,GO:0010907,positive regulation of glucose metabolic process,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,GO:0045055,regulated exocytosis,M000010,1,0
0,0,1,0,0,0,0,0,-5.4,0,0,0,GO:0006694,steroid biosynthetic process,M001000,1,0
0,0,1,0,0,0,0,0,-4.1,0,0,0,GO:0008210,estrogen metabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-4.8,0,0,0,GO:0001523,retinoid metabolic process,M001000,1,0
0,0,0,1,0,0,0,0,0,-2.2,0,0,GO:0072088,nephron epithelium morphogenesis,M000100,1,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,GO:0034310,primary alcohol catabolic process,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.3,0,GO:0007140,male meiotic nuclear division,M000010,1,0
0,0,1,0,0,0,0,0,-6.7,0,0,0,GO:0006066,alcohol metabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-9.2,0,0,0,GO:0060142,regulation of syncytium formation by plasma membrane fusion,M001000,1,0
0,0,1,0,0,0,0,0,-3.7,0,0,0,mmu05207,Chemical carcinogenesis - receptor activation - Mus musculus (house mouse),M001000,1,0
0,0,1,0,0,0,0,0,-3,0,0,0,GO:0008206,bile acid metabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-2.9,0,0,0,GO:0010039,response to iron ion,M001000,1,0
1,0,0,0,0,0,-3,0,0,0,0,0,GO:0031099,regeneration,M100000,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,GO:0030198,extracellular matrix organization,M010000,1,0
0,1,0,0,0,0,0,-2.4,0,0,0,0,GO:0097028,dendritic cell differentiation,M010000,1,0
0,0,1,0,0,0,0,0,-5.4,0,0,0,R-MMU-9754706,Atorvastatin ADME,M001000,1,0
0,0,1,0,0,0,0,0,-4.7,0,0,0,R-MMU-8957322,Metabolism of steroids,M001000,1,0
1,0,0,0,0,0,-2.4,0,0,0,0,0,GO:0050673,epithelial cell proliferation,M100000,1,0
0,0,0,1,0,0,0,0,0,-3.2,0,0,GO:0072075,metanephric mesenchyme development,M000100,1,0
1,0,0,0,0,0,-2.4,0,0,0,0,0,GO:0016042,lipid catabolic process,M100000,1,0
0,0,1,0,0,0,0,0,-2.8,0,0,0,GO:0034035,purine ribonucleoside bisphosphate metabolic process,M001000,1,0
0,0,1,0,0,0,0,0,-2.2,0,0,0,mmu05225,Hepatocellular carcinoma - Mus musculus (house mouse),M001000,1,0
0,0,1,0,0,0,0,0,-5.5,0,0,0,R-MMU-556833,Metabolism of lipids,M001000,1,0
0,0,1,0,0,0,0,0,-12,0,0,0,GO:0034242,negative regulation of syncytium formation by plasma membrane fusion,M001000,1,0
1,0,0,0,0,0,-2.1,0,0,0,0,0,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,M100000,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,mmu05010,Alzheimer disease - Mus musculus (house mouse),M100000,1,0
0,0,1,0,0,0,0,0,-2.1,0,0,0,GO:0009116,nucleoside metabolic process,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,GO:0060664,epithelial cell proliferation involved in salivary gland morphogenesis,M000010,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,GO:0032386,regulation of intracellular transport,M100000,1,0
0,0,1,0,0,0,0,0,-2.5,0,0,0,mmu05219,Bladder cancer - Mus musculus (house mouse),M001000,1,0
0,0,1,0,0,0,0,0,-2.1,0,0,0,GO:1905039,carboxylic acid transmembrane transport,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.3,0,GO:0021700,developmental maturation,M000010,1,0
0,0,1,0,0,0,0,0,-2.3,0,0,0,GO:0010288,response to lead ion,M001000,1,0
0,0,1,0,0,0,0,0,-2.8,0,0,0,GO:0034032,purine nucleoside bisphosphate metabolic process,M001000,1,0
0,0,0,1,0,0,0,0,0,-3.3,0,0,GO:0010830,regulation of myotube differentiation,M000100,1,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,mmu00430,Taurine and hypotaurine metabolism - Mus musculus (house mouse),M001000,1,0
0,1,0,0,0,0,0,-4.3,0,0,0,0,GO:0070296,sarcoplasmic reticulum calcium ion transport,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.1,R-MMU-5654699,SHC-mediated cascade:FGFR2,M000001,1,0
0,0,0,1,0,0,0,0,0,-3.7,0,0,GO:0072079,nephron tubule formation,M000100,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:0032946,positive regulation of mononuclear cell proliferation,M100000,1,0
0,0,1,0,0,0,0,0,-3,0,0,0,R-MMU-9969896,Lanosterol biosynthesis,M001000,1,0
0,0,1,0,0,0,0,0,-2.3,0,0,0,GO:0072330,monocarboxylic acid biosynthetic process,M001000,1,0
