sample	strain	sex	condition	location	project_identifier	h5_accession	data_source	z_0	z_1	z_2	z_3	z_4	z_5	z_6	z_7	z_8	z_9	z_10	z_11	z_12	z_13	z_14	z_15	z_16	z_17	z_18	z_19	z_20	z_21	z_22	z_23	z_24	z_25	z_26	z_27	z_28	z_29	z_30	z_31	z_32	z_33	z_34	z_35	z_36	z_37	z_38	z_39	z_40	z_41	z_42	z_43	z_44	z_45	z_46	z_47	z_48	z_49	z_50	z_51	z_52	z_53	z_54	z_55	z_56	z_57	z_58	z_59	z_60	z_61	z_62	z_63
OSD-463_RR23_LVR_FLT_F7_techrep1	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	OSD-463	6.7097	4.2956	-5.3613	-3.7984	6.9627	-8.7754	-1.6931	9.5552	-5.5292	-6.455	-6.4529	4.7277	1.7515	-7.8583	3.9182	-3.8889	3.6286	1.8132	1.1194	2.2875	-13.098	-1.4159	5.5775	-10.2619	-10.7388	-5.6337	3.5686	-6.0564	-2.6629	8.7054	2.3616	-3.302	-7.652	-5.2812	-7.9453	-5.6971	-10.0061	3.693	-6.3434	0.3833	-2.9144	-6.2049	4.7951	4.041	-3.1051	-1.7411	5.64	-0.223	2.2389	6.5422	-1.7387	-9.8957	2.5597	0.6831	-2.6008	-9.8537	7.2385	9.1657	-2.5661	0.4536	5.149	-9.0055	-9.7645	6.5077
OSD-463_RR23_LVR_FLT_F7_techrep2	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	OSD-463	7.6998	4.1516	-4.8668	-3.2322	5.8365	-8.2732	-0.7116	5.5557	-4.6176	-4.5545	-5.5729	6.313	1.4213	-8.8698	3.1314	-4.4101	4.8474	0.5258	0.7318	2.8937	-9.6114	-1.2223	6.0058	-7.3017	-11.3269	-8.7889	2.5716	-1.4232	-2.3464	11.2731	0.9916	-2.5698	-6.574	-6.7971	-7.3561	-5.1337	-12.7396	3.6637	-6.1675	0.9594	-7.0209	-6.8224	2.7675	7.3877	-3.8668	-1.7588	10.3149	5.5943	0.7673	3.9563	-1.932	-9.3049	-5.6474	-0.0464	-3.6636	-10.8372	8.4203	8.8327	-6.3763	1.7577	1.947	-8.399	-7.6611	4.5957
OSD-463_RR23_LVR_FLT_F8_techrep1	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	OSD-463	9.163	4.2068	-1.9684	-0.612	14.9175	-6.368	0.5409	6.1269	-3.6133	-5.6048	-5.1302	7.2281	2.0129	-9.9973	2.3809	-4.3594	4.5288	1.1503	2.4616	2.082	-1.0422	0.5539	6.7259	-7.7367	-11.0651	-8.6525	2.0108	-4.388	-1.0873	8.6083	-0.5629	-2.6171	-6.6572	-4.0601	-9.2587	-4.9715	-8.9622	3.6309	-5.8208	0.5119	-3.3007	-4.8195	3.8995	4.7916	-3.25	-2.2621	6.8259	2.2584	2.3865	5.7494	-3.9567	-7.7061	0.2613	2.526	-4.3639	-5.9887	6.4972	6.5779	-2.2866	1.9754	6.1425	-11.709	-9.662	5.3196
OSD-463_RR23_LVR_FLT_F8_techrep2	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	OSD-463	4.8279	4.6623	-7.2056	-5.8166	6.7157	-7.0518	-0.7918	5.4865	-3.9772	-5.167	-2.787	6.5664	2.3615	-8.3934	4.5689	-4.7808	2.9682	-1.75	0.8833	2.4377	-9.2656	0.3566	7.425	-7.9595	-7.2212	-7.3708	3.3982	-3.86	0.3211	8.1409	2.8563	-2.6046	-8.4407	-6.7545	-9.7815	-7.102	-9.6721	4.5958	-6.6021	-1.3925	-1.267	-4.7932	-0.111	6.179	-3.7119	-3.12	9.503	3.122	1.7411	3.1772	-6.808	-10.4349	1.2326	2.0796	-3.7111	-5.7305	6.4635	10.4323	-4.4703	0.3411	3.5691	-10.3929	-8.724	5.1537
OSD-463_RR23_LVR_FLT_F8_techrep3	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	OSD-463	7.0053	2.3749	-3.3198	-4.0994	10.2148	-5.894	0.5841	2.6186	-3.769	-4.3672	-5.1484	5.8784	2.0908	-5.7226	2.7244	-5.1709	4.4427	-0.1115	4.6534	2.096	-4.4563	-1.0706	10.3911	-6.4185	-8.049	-5.4582	3.7581	-2.9754	-1.8947	9.0098	2.2312	-3.2988	-7.8142	-4.1131	-11.3605	-6.6218	-9.2885	6.4235	-6.3245	2.8273	-7.0131	-3.5797	3.2397	5.786	-4.0012	-2.5933	4.0744	1.8286	1.3161	6.9288	-4.371	-9.0261	-1.5313	0.3902	-3.0947	-6.2654	8.1749	8.2294	-3.4218	1.5455	4.3906	-8.0199	-8.3087	4.9895
OSD-463_RR23_LVR_FLT_F9	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	OSD-463	10.5551	4.5797	-4.5794	-7.4364	7.3013	-7.2135	-0.3125	9.392	-5.5185	-4.2375	-5.3245	6.166	2.4809	-9.6092	3.2333	-3.6919	3.6097	-0.708	-0.5514	2.5427	-6.8883	-0.7249	10.3578	-9.2266	-10.8356	-7.5066	2.9666	-4.1045	-0.1971	10.7395	3.3345	-2.9089	-7.4443	-4.6071	-9.1808	-5.0842	-9.9272	4.4604	-6.1433	0.5695	-2.4031	-7.6414	4.7316	3.1355	-4.582	-2.6982	8.0069	1.9554	0.0405	6.0519	-3.4182	-4.6912	3.8359	0.9142	-2.711	-10.6998	8.145	11.3053	-5.3052	2.0168	6.6205	-8.1621	-10.9805	3.2918
OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep1_F1	C57BL/6J	Male	FLT	FLT	RR-9	OSD-242	OSD-242	3.6052	2.8172	-2.6091	-4.3907	6.0795	-6.3185	-1.1983	5.5557	-1.9514	-5.5518	-3.9332	2.1646	1.6305	-6.851	1.9205	-3.1213	4.3721	-0.8884	-0.1568	1.07	-8.0387	-0.8357	5.8939	-5.8761	-7.2633	-5.1986	2.2351	-3.3399	-0.9327	6.0384	0.9499	-2.4561	-4.6167	-0.9171	-4.525	-4.7544	-11.6174	3.172	-4.7452	1.3423	-1.3936	-4.6687	-0.2366	6.8161	-3.1321	-2.7042	4.1014	3.4598	-0.2782	1.8423	-4.455	-9.2245	0.9305	0.4932	-2.355	-7.0406	7.4287	6.5913	-3.636	0.6922	4.9947	-8.0573	-5.9659	3.9211
OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep2_F2	C57BL/6J	Male	FLT	FLT	RR-9	OSD-242	OSD-242	4.4855	2.8578	-3.4475	-0.673	7.8129	-6.794	-1.241	2.4122	-2.3757	-4.8124	-4.243	4.9571	2.3519	-4.0524	2.2318	-3.9026	3.5081	-1.308	2.9562	2.1419	-6.4583	1.4644	9.8108	-7.1596	-10.3971	-2.4495	3.3834	-4.298	-1.0868	7.0373	-0.5807	-2.0009	-5.1119	-2.3434	-7.4824	-5.0187	-10.594	4.3648	-5.3267	2.0009	-0.0637	-5.7523	0.8235	4.3675	-4.3333	-2.7058	7.1107	1.5416	1.1863	8.301	-2.9991	-4.9704	3.0431	0.5793	-3.9461	-5.5315	6.5086	8.5565	-4.8385	2.4486	5.2061	-8.961	-7.9136	3.0997
OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep3_F3	C57BL/6J	Male	FLT	FLT	RR-9	OSD-242	OSD-242	5.6449	3.1352	-2.1844	-0.8756	2.7734	-5.7933	-2.1896	7.0294	-4.5319	-5.4393	-3.5334	5.6458	1.9799	-4.4266	3.1666	-3.1814	3.7078	-0.6794	2.6127	1.2894	-5.6533	-1.0227	4.8318	-7.5072	-7.6077	-4.2112	4.2175	-5.156	-1.1741	7.1078	5.4301	-2.8399	-5.9664	-3.5841	-5.369	-5.5284	-9.1784	4.5968	-5.9883	2.9752	-4.1407	-5.7557	4.8331	6.5058	-3.5065	-4.4684	5.3487	-0.305	1.667	6.6761	-4.2524	-7.3156	2.3497	1.585	-3.8721	-6.8754	7.492	8.1151	-2.863	2.7272	5.6209	-6.3086	-8.6411	6.0447
OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep4_F4	C57BL/6J	Male	FLT	FLT	RR-9	OSD-242	OSD-242	6.0482	4.4116	-5.7197	-4.604	9.2212	-10.1078	-2.2232	4.0456	-4.3567	-5.9904	-4.7695	5.0932	1.9889	-6.8686	4.2259	-3.6952	3.6626	-0.3879	5.1441	2.6991	-5.9819	1.5615	7.9894	-7.7074	-9.7074	-6.4382	3.5744	-3.8891	0.3104	8.4583	2.4756	-2.3065	-6.5897	-3.4486	-7.486	-4.3832	-9.3348	4.9325	-5.5217	0.7681	0.1915	-5.9373	0.988	4.0613	-3.892	-2.1503	2.1975	4.3365	1.516	3.8979	-6.4518	-6.6411	4.5421	2.4622	-2.7254	-7.6353	4.8221	11.7567	-2.4858	1.874	4.2904	-8.5638	-7.7329	4.1543
OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep5_F5	C57BL/6J	Male	FLT	FLT	RR-9	OSD-242	OSD-242	3.0814	3.9301	-5.309	-2.3207	5.7299	-6.8418	-1.5165	7.409	-3.741	-6.6352	-3.3063	5.3394	2.179	-5.6965	2.9975	-5.0199	3.6986	-0.0266	-0.4021	2.3788	-5.9713	-0.5485	9.1693	-5.97	-6.7362	-5.8926	1.9739	-4.2681	-1.0278	8.8503	1.7791	-3.941	-8.9995	-4.0415	-5.2921	-5.3813	-6.8089	3.6116	-5.8497	3.1291	-6.6482	-3.6034	1.3822	6.0819	-3.9085	-3.0943	3.7771	2.1302	2.1083	5.6561	-2.1213	-6.0977	-1.564	1.9762	-4.0047	-7.1852	6.1726	6.0811	-3.9484	2.4114	5.1642	-8.1684	-10.4699	6.2659
OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep1_F1	BALB/c	Female	FLT	FLT	RR-3	OSD-137	OSD-137	-5.9807	-3.1095	5.6826	5.2146	-3.1882	3.4135	3.737	-1.4913	6.1332	0.1887	-2.8455	-3.0965	-9.1843	3.8376	-1.8757	8.0066	-4.1963	7.1169	-6.1608	-2.5424	0.8372	-3.4782	-2.802	4.4069	1.8096	2.3762	-9.549	6.4191	-2.928	-1.9957	-2.7292	1.4317	7.5275	-3.1062	5.8709	5.8139	3.8112	-6.5647	6.581	-4.5754	1.2059	5.225	-0.8718	-0.1642	5.244	6.0151	-0.82	-2.3372	0.8371	-4.3571	-3.4368	3.832	-5.6188	-5.5577	2.5327	0.616	-7.4959	-1.6363	0.3515	-3.3018	-3.0066	0.2908	2.5122	-8.1278
OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep2_F2	BALB/c	Female	FLT	FLT	RR-3	OSD-137	OSD-137	-4.5796	-1.6614	4.896	2.4191	-2.3164	1.8311	3.4575	-2.8626	4.0163	0.7596	-1.7181	-4.1647	-7.5957	3.7918	-1.0439	6.309	-0.6882	1.641	-4.3345	0.604	0.5157	-3.5476	-3.6119	2.4435	2.7219	2.1007	-1.2369	3.4363	-1.6158	-0.4309	-2.3058	-1.0486	4.7304	-1.2448	3.7295	3.7167	3.3243	-3.7808	2.2427	-2.8599	0.5534	4.7937	-0.3812	-0.0543	2.0551	2.7706	-2.1391	-0.5981	-1.0829	-4.2552	-0.3858	5.0533	-3.2597	-2.9881	1.2415	0.8685	-1.8914	-2.2058	0.897	-2.489	-1.6487	1.9234	2.9394	-2.2867
OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep3_F3	BALB/c	Female	FLT	FLT	RR-3	OSD-137	OSD-137	-6.6834	-3.8074	5.4703	3.673	-2.6506	-0.1814	3.097	-2.1646	6.5196	1.6489	-3.6709	-3.1402	-7.7658	4.6218	-3.0724	3.9832	-3.328	1.9258	-8.1213	-1.7901	-0.0589	-4.1907	-2.3359	4.0437	1.8376	4.2099	-7.6578	6.6416	-1.5226	-1.5737	-3.7433	-0.9647	8.5335	-4.2473	5.2667	7.1464	2.4911	-7.2632	11.3309	-3.7999	1.6529	6.1034	-0.4369	0.187	4.3545	7.2769	-0.9914	-2.2202	-1.497	-6.4375	-0.7654	5.3558	-5.4023	-5.689	2.8353	0.4303	-6.3331	-1.7897	0.2778	-3.4645	-3.18	0.9896	2.5583	-8.5673
OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep4_F4	BALB/c	Female	FLT	FLT	RR-3	OSD-137	OSD-137	-5.0739	-1.7025	4.8967	2.7664	-2.656	-0.5546	4.127	0.1968	4.1526	0.1385	-4.7754	-3.5495	-4.7814	4.4295	-1.8807	3.883	-2.4717	5.336	-6.276	-2.8261	-0.5223	-4.1045	-1.9763	3.523	2.4127	1.3898	-9.212	4.9088	-5.2776	0.0976	-3.6957	0.2773	6.918	-4.0877	5.4871	7.0755	2.5203	-5.1926	5.7678	-4.6379	0.7621	6.0674	-0.544	0.7915	6.8562	6.0846	-0.3373	-0.9732	-0.8793	-5.4203	-1.9527	4.3506	-5.6577	-5.2505	8.0735	1.4436	-5.0664	0.0621	0.3797	-2.5783	-3.4572	-2.1393	2.5713	-9.0409
OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep5_F5	BALB/c	Female	FLT	FLT	RR-3	OSD-137	OSD-137	-6.6816	-4.6254	5.6343	4.6358	-2.7879	0.9981	5.7288	-0.3638	3.8744	1.7595	-2.9807	-2.2446	-8.7868	4.0057	-1.9926	3.5284	-7.1381	12.6701	-6.3684	-3.1494	-1.2464	-4.6314	-3.0318	6.2127	0.6864	4.5079	-5.9024	5.7391	-3.8362	-1.8476	-2.3807	0.889	4.5316	-4.7456	4.9737	8.1933	3.1723	-7.0799	11.9614	-4.9543	-0.3679	6.6788	0.729	0.8849	4.3696	1.8754	-0.8155	-2.9824	0.8369	-7.2411	-3.1502	5.4644	-5.6174	-6.6733	6.8607	2.1208	-2.5953	-0.6237	-0.4456	-3.1281	-2.3643	0.0199	2.998	-7.859
OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep6_F6	BALB/c	Female	FLT	FLT	RR-3	OSD-137	OSD-137	-6.4917	-1.9645	4.9658	1.3918	-2.994	1.02	5.3995	-1.0069	4.5312	1.1155	-3.2349	-3.0842	-6.8833	4.1846	-0.1388	9.847	-3.7306	5.4952	-6.2418	-2.3242	0.4503	-3.2708	-2.1605	3.7728	1.4507	3.2515	-9.3001	5.2949	-1.7275	-1.7596	-1.9807	1.1446	8.6585	-5.1084	5.0346	5.635	2.4766	-8.5555	8.9838	-4.8946	2.0344	5.933	0.0665	0.312	5.1667	6.0958	-0.7808	-2.2091	0.2725	-3.7365	-2.2297	5.0643	-4.0238	-3.9495	4.2438	0.4422	-5.0159	-0.0536	-0.0435	-2.8213	-2.5154	1.0298	2.3084	-5.1506
OSD-173_Mmus_C57-6CR_LVR_FLT_Rep1_F58	C57BL/6NCrl	Female	FLT	FLT	BSP135	OSD-173	OSD-173	2.0428	-0.0488	1.7	0.1323	-1.1538	2.349	-1.8648	-0.8403	-0.6947	-1.2076	2.5892	-2.6951	0.2396	1.5008	-1.0561	-2.454	0.6679	-3.1045	1.2619	0.4479	3.6051	0.3876	-0.6092	1.2439	4.3607	0.5717	2.8342	-0.7543	0.1272	-2.2568	1.6296	-0.6761	-0.4933	3.1465	1.0147	-0.7544	2.7097	1.2731	-1.4976	1.67	0.6416	0.1062	-1.951	-2.426	-2.2061	-2.1304	-3.2273	0.812	0.5654	-1.1244	0.4332	-0.4809	0.564	-0.2449	-1.1983	1.9676	-3.0894	-2.8837	3.9494	0.7187	0.4385	1.8688	1.8078	1.2161
OSD-173_Mmus_C57-6CR_LVR_FLT_Rep2_F64	C57BL/6NCrl	Female	FLT	FLT	BSP135	OSD-173	OSD-173	1.0517	2.05	1.0584	-1.4502	-0.8064	1.4939	-2.504	0.8763	0.1959	-0.1845	1.6088	1.2478	0.6579	2.0309	0.8594	-0.0672	-0.4078	-4.2993	0.724	1.2581	3.2491	0.2764	-0.587	-0.0535	3.1755	1.1612	-0.1532	-0.6677	0.9469	-2.4713	1.9561	-2.6957	-0.4571	3.1317	1.0602	0.3597	2.7069	1.8346	-1.2787	1.2531	0.771	-1.1331	-0.3246	0.8718	-1.8162	-1.9361	-3.4014	-0.1157	-0.7135	3.6675	-1.7647	-0.5906	1.5971	1.9066	-1.5332	3.8288	-0.4279	-4.7657	3.6308	-0.608	2.2418	0.5633	2.0317	1.427
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI11	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-2.3801	-0.0112	3.8024	2.8274	-0.4596	-0.298	2.0385	0.139	2.2489	-1.8158	-0.0092	-3.9083	-4.0716	2.9353	-2.0529	1.8256	-1.8631	1.8053	-4.6658	0.5488	0.6119	-1.4438	-0.7844	4.6425	1.2551	1.6412	-5.1712	4.0165	-2.4041	-1.5538	2.1151	0.1552	4.0886	-2.1324	3.4984	2.357	1.9098	-5.276	4.9815	-3.3627	0.6078	4.171	1.1064	0.3595	1.0408	-1.4777	-0.4346	-1.9414	0.8461	-1.4481	-2.2245	3.2057	-1.4344	-3.2298	4.8257	2.6058	-1.7327	-0.393	0.8334	-1.2463	-1.9211	0.8033	3.1893	-4.1742
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI12	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-4.2626	-0.7589	4.4111	4.434	-2.3654	0.8288	2.3504	-0.6164	5.3505	0.4734	-2.4053	-2.1375	-6.6472	3.9749	-0.0679	5.8636	-3.4938	3.2508	-5.8111	-1.2428	0.8533	-3.7233	-0.9601	4.8987	2.7286	2.5305	-5.2378	4.34	-2.5194	-1.524	-1.6549	-1.0235	7.1079	-3.1606	3.3866	3.1298	2.6142	-4.8395	4.0696	-2.7702	-0.2323	4.6338	1.2055	0.5232	2.1815	3.2419	-1.9141	-0.7315	0.9715	-3.8982	-0.8194	4.2521	-1.9641	-3.3146	3.6201	0.49	-0.9475	-2.3372	0.0258	-1.1901	-2.4093	-0.3277	4.288	-5.4511
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI13	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	2.1589	2.0411	2.6328	-2.2677	-1.5999	3.5076	-3.4665	-1.9813	-2.2076	-1.6931	3.2878	-0.8135	2.6118	1.8362	1.0193	-3.1841	0.8824	-4.7198	3.1675	0.9956	5.4314	1.8805	-1.6783	0.1276	4.8925	1.6388	3.6436	-2.0975	2.5696	-4.8306	0.0549	-0.2413	1.54	5.3253	0.7175	-1.1111	2.6532	2.029	0.1522	3.3128	1.2589	-0.8749	-1.119	-2.047	-1.8496	-2.6126	-4.2427	-0.3855	-0.7385	-0.7006	1.0283	0.4906	3.6664	1.855	-2.1244	5.2501	-1.5376	-5.5924	3.7145	1.9903	-1.5133	4.9562	2.0435	2.9418
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI14	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-5.2402	-2.0163	4.1863	3.9566	-1.8536	-0.1235	1.0777	0.3097	3.3045	1.0738	-2.4153	-3.1483	-6.6677	2.8728	-0.5907	5.9009	-1.6541	2.0998	-4.4361	0.4337	0.2115	-1.6323	-1.8253	3.5917	2.2185	2.8213	-6.0959	2.9828	-2.3504	-1.4408	-0.2344	0.8744	3.4615	-2.8882	3.6784	3.3877	2.8892	-4.4811	5.5089	-2.7974	1.7037	2.6583	0.3774	1.1362	5.7208	4.6771	-1.9454	-0.1375	-0.3019	-5.5959	-3.4809	3.429	-2.8787	-3.8793	3.8547	-0.0533	-7.7598	-1.1797	0.9241	-3.2625	-2.4458	0.8408	2.86	-3.2097
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI15	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-2.6328	-0.7575	2.6201	3.6649	-0.2524	0.325	1.12	1.0844	3.1779	-1.676	-1.3415	-0.6292	-3.1981	0.9879	-0.9602	0.4099	-2.8749	-0.8442	-2.7023	-0.556	-0.6679	-2.3605	0.4389	2.8357	1.383	1.2322	-0.3194	1.5455	-1.5091	-2.4768	0.3534	-0.7116	2.4962	0.645	1.9913	2.5497	1.4846	-1.7424	2.0585	-1.4281	0.4205	1.674	-0.5374	-0.2924	1.5078	-0.6232	0.5046	-0.7431	-0.6832	-2.1975	-2.0468	1.3755	-0.5842	-2.3474	1.1718	1.6422	-2.4934	0.7363	0.6245	-0.931	-0.9043	-1.5941	1.2442	-2.8327
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI16	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-4.3212	-3.2897	2.748	1.9873	-1.6758	0.8793	1.6328	-0.0819	4.7564	-0.9966	-1.4406	-3.1343	-5.5199	2.6352	-0.4143	6.4152	-0.1702	2.3805	-3.949	-1.0185	0.1421	-2.7463	-0.5394	2.5406	1.6588	1.5363	-4.029	3.159	-2.2188	-0.3987	-1.4394	-0.232	3.9637	-3.0747	3.1884	3.5476	0.9695	-4.0374	3.2837	-2.681	-0.0333	3.6609	0.0366	1.6785	2.7204	3.963	-2.2567	-0.7369	0.4235	-3.661	-0.7001	2.5539	-2.5245	-3.3136	4.9557	0.2269	-1.5584	-1.4471	0.9762	-1.548	-1.6118	-0.4528	2.9243	-4.1533
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI17	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-2.3726	-0.4919	3.2835	5.2892	-1.1711	1.242	2.6595	1.3957	3.9621	-3.4752	-0.94	-3.8699	-3.2684	1.4173	0.9834	2.2737	-2.9755	-0.0615	-3.7064	0.2313	-1.042	-2.9196	-1.8859	0.7972	2.5791	3.1205	-6.4969	3.8733	-0.098	-2.2164	-1.1539	-1.9237	3.9763	-2.126	2.4882	3.1556	0.6288	-2.0401	1.5694	-1.6783	2.7189	2.5921	1.576	0.4779	3.1375	-0.4056	-0.3984	-2.1205	0.1795	-3.9784	0.0765	3.6278	-1.5507	-2.539	2.8643	1.189	-2.2664	-1.2603	1.1467	-2.2074	-1.5738	1.2642	2.7627	-2.9894
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI18	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-3.5339	-1.109	3.1568	2.624	-0.8091	0.7155	3.3136	0.1486	4.6346	-0.5071	-4.0114	-1.1886	-4.5071	1.6606	0.588	2.5895	-2.0075	2.0901	-6.1441	-1.337	0.2283	-4.1903	0.2168	0.7176	1.1472	1.6133	-5.596	2.7898	-1.8567	-2.345	-0.4586	-0.5277	6.2894	-4.3407	3.1724	2.8941	2.8089	-4.075	1.5291	-1.7058	1.6399	5.1875	0.6781	-0.0907	4.0726	4.1131	-1.5904	-0.3229	-0.4485	-2.5848	0.8302	1.5785	-0.6061	-3.5982	5.1198	0.3412	-3.713	0.0427	0.5353	-1.3449	-1.4893	-0.389	1.5857	-2.6167
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI19	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-4.3439	-0.5925	3.6626	0.0727	-2.5598	0.2691	1.2825	0.7935	4.1795	0.3545	-1.7232	-2.808	-3.7631	3.0543	-0.7343	1.1194	-2.6266	3.1422	-5.5267	-0.8881	0.8922	-1.6019	-1.8466	5.0111	2.1048	2.6769	-1.15	4.5438	-2.2191	-2.402	-0.4097	-0.6704	5.4828	-1.1357	4.3461	3.479	3.2278	-4.9524	1.4607	-1.7406	-0.406	3.341	-0.6141	-0.7295	3.8651	1.5743	-1.8361	1.0624	0.7237	-2.178	-1.5583	3.1931	-1.2141	-2.8789	1.5077	2.0056	-4.8738	-2.2636	0.5952	-2.7376	-2.4626	1.4314	3.1293	-5.1473
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI20	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-3.2595	-1.5832	3.9653	0.1338	-0.8337	0.7273	-1.2225	0.0439	2.9686	-0.3352	-3.5121	-4.0675	-3.0275	2.4863	-1.4245	2.4647	-2.7851	0.4803	-1.5621	-0.3936	1.8612	-2.3027	0.6334	1.572	2.1613	2.6665	-2.134	2.3192	-0.6863	-0.524	-1.7839	-1.5596	3.217	-2.3959	3.0267	2.417	1.1228	-2.4034	3.4557	-1.4139	0.39	4.0156	-1.4605	1.3721	1.1867	-1.5214	-1.0597	-0.4283	0.3754	-5.0805	-1.4559	2.7395	-1.3586	-1.2357	2.3996	1.616	-2.1323	0.1	0.8972	-0.3024	-1.5048	0.2897	2.5762	-3.5714
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI1	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-5.3089	-4.557	5.4106	4.0451	-3.025	1.5086	3.3771	0.4397	4.0859	1.0466	-4.979	-0.9704	-14.3538	3.435	-3.713	5.6307	-1.6177	1.9923	-6.1614	1.1804	-0.8205	-2.6105	-1.7524	1.8108	2.0265	0.4551	-7.1429	6.3949	-3.6447	-1.1892	-3.816	0.3474	6.124	-2.2976	4.6221	4.8635	3.1799	-5.575	6.4908	-3.6934	0.6779	5.0572	0.4003	1.2668	7.2729	1.219	-0.5719	-2.8328	0.1879	-4.0063	-1.105	4.7411	-4.0037	-4.0605	3.6245	0.376	-3.4161	-0.1775	-0.2462	-3.5987	-3.6461	2.1152	2.631	-9.1981
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI10	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-4.0268	-2.3095	2.3934	2.6181	-1.3767	1.2924	2.2229	0.9331	2.3197	0.92	-3.1061	-2.2084	-3.1139	3.5823	-3.0993	4.4456	-0.86	0.4165	-3.2384	0.5466	0.0492	-2.2097	-2.4276	3.3378	0.7231	3.0793	-3.9822	3.841	-2.7738	-2.0257	-2.0416	0.0461	4.4597	-2.6997	3.1635	3.4833	1.8143	-3.0128	3.8855	-2.8606	2.7	4.0402	-0.7936	0.2857	1.5709	1.6774	-1.8211	0.1531	-1.6924	-1.3154	-0.5848	3.7114	-1.6607	-2.0428	3.8015	2.2601	-4.4479	-1.525	-0.1736	-0.8439	-0.5313	2.0402	2.8111	-2.7809
