sample	strain	sex	condition	location	project_identifier	h5_accession	data_source	z_0	z_1	z_2	z_3	z_4	z_5	z_6	z_7	z_8	z_9	z_10	z_11	z_12	z_13	z_14	z_15	z_16	z_17	z_18	z_19	z_20	z_21	z_22	z_23	z_24	z_25	z_26	z_27	z_28	z_29	z_30	z_31	z_32	z_33	z_34	z_35	z_36	z_37	z_38	z_39	z_40	z_41	z_42	z_43	z_44	z_45	z_46	z_47	z_48	z_49	z_50	z_51	z_52	z_53	z_54	z_55	z_56	z_57	z_58	z_59	z_60	z_61	z_62	z_63
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI2	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-4.6031	-4.3055	5.1199	7.045	-2.506	1.2085	3.6499	0.9638	8.6868	0.6001	-4.6442	-0.1541	-6.1912	3.869	-3.0366	3.885	-1.619	4.0655	-6.0265	0.0702	0.0843	-3.3826	-0.9279	3.2979	1.2583	4.0198	-5.9572	7.4136	-3.8837	-1.3937	-3.0039	-0.8856	3.9948	-3.3354	4.3916	4.3884	2.5265	-4.2835	6.4688	-4.2514	0.4002	4.936	-1.1769	0.1501	3.9742	3.6524	-0.7981	-0.6588	-2.4891	-4.2542	-0.8488	5.2814	-4.4389	-4.7582	2.246	1.7468	-4.7378	-1.4285	0.6635	-2.4598	-4.5487	0.0547	4.4855	-9.2216
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI3	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-4.3073	-2.1047	4.6464	2.8904	-1.173	-1.1492	2.2842	1.3029	1.3118	1.2236	-4.6189	-1.6401	-5.0466	3.9142	-1.5703	5.1356	-1.6835	4.8838	-6.076	-1.2614	-1.6608	-5.645	-2.8237	3.5144	1.6682	0.5952	-3.5803	6.4028	-2.0322	0.4146	-1.9811	-0.2124	5.9453	-2.6391	3.2667	5.06	2.8648	-4.1408	3.4692	-2.5753	-0.1907	4.5467	0.4765	0.2593	3.3155	5.713	0.9106	-1.3469	-0.9718	-3.4514	-1.9148	4.0979	-3.0223	-5.0343	-0.3112	0.7462	-4.6563	0.1613	0.0222	-1.5474	-3.2541	-0.473	1.0469	-6.1331
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI4	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-5.3462	-3.1264	3.466	3.9175	-1.5824	1.7123	4.683	-0.1119	5.726	1.0659	-4.0126	-0.8851	-8.1027	3.5334	-0.6572	3.3359	0.2926	3.1337	-5.7713	-1.0066	-0.6105	-2.8651	-1.412	3.6216	1.0346	1.3085	-8.0779	5.5359	-3.1377	-2.209	-2.8825	0.1142	3.5683	-5.2545	4.2453	6.7345	0.9352	-5.3561	2.6653	-3.4849	0.3648	3.1621	0.416	2.133	5.5183	1.9989	-1.0351	-1.0866	0.0475	-3.158	-3.0814	3.7955	-2.2671	-3.1837	5.7226	-0.3361	-4.7555	0.4341	0.0853	-2.3921	-1.8467	0.5413	2.0088	-4.4996
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI5	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-5.0196	-2.5817	4.106	4.2436	-1.3259	0.5695	2.7845	-1.4389	3.624	-0.108	-2.7443	-0.6676	-5.866	2.6667	-1.4888	3.214	-1.1749	3.3754	-5.749	-0.1618	-0.4773	-4.2037	-3.0616	5.353	1.3949	1.8858	-7.5411	3.9003	-3.6662	-0.7406	-2.2457	-0.1579	4.6791	-3.5215	3.3994	4.3847	1.9509	-2.8083	5.8112	-3.5804	0.8088	3.2318	2.3209	0.9504	3.2499	5.2693	0.1844	-2.1495	-2.6213	-4.0171	-5.0734	3.3596	-4.3589	-2.7894	2.7225	-0.4916	-4.6617	-0.4095	0.5636	-3.0975	-1.7789	-0.3762	2.2469	-6.1757
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI6	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-3.252	-1.4981	4.4449	3.0497	-2.5461	0.8447	1.6926	0.648	4.4713	-0.7762	-0.9119	-1.3839	-3.2067	3.3453	-1.798	5.5219	-3.154	2.6951	-4.9825	-0.0451	-0.6166	-2.18	-2.1482	3.7777	1.9887	1.2276	-7.4716	4.101	-2.4138	-2.1428	-1.2462	0.3233	4.8106	-3.5099	3.5736	3.7296	3.6245	-4.0235	6.4061	-3.3202	2.4067	2.997	-0.7666	1.3444	2.3333	1.754	-0.0987	-2.4704	-0.9074	-4.2453	-3.3985	3.7484	-1.9078	-3.555	4.2587	0.4578	-3.8893	-0.4317	-0.5537	-1.9025	-1.3502	-0.0802	1.9733	-6.6493
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI7	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-2.5742	-1.5172	3.4146	3.8785	-0.6781	0.955	2.387	1.4078	5.5596	1.8549	-0.9669	-2.2119	-6.7487	2.7292	2.3165	3.0452	-2.3823	3.4304	-4.7768	-2.8773	-0.0131	-3.1078	-1.2691	4.1251	2.1422	4.1725	-4.099	3.7562	-3.834	-1.6497	-3.0499	-0.1839	5.0934	-3.385	4.3181	5.1313	2.9548	-3.8835	5.2301	-3.1457	1.3686	5.5039	-0.7	0.0349	3.6392	3.1443	0.4188	-0.752	0.2505	-3.6836	-1.0629	3.0022	-2.7956	-3.8965	4.8937	1.8155	-3.7392	-2.3501	1.6547	-3.1134	-2.4013	-0.0701	2.3728	-4.9262
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI8	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-4.2398	-0.1651	3.388	1.6363	-2.2144	-0.6655	-0.1423	-1.5258	1.0119	-0.5153	-1.812	-3.8647	-3.3295	3.8946	-0.1617	1.9055	-1.9826	-0.5053	-4.6947	-1.2409	2.6539	-2.1903	-1.9264	4.3745	3.6526	1.5486	-3.744	3.0778	-0.4987	-2.174	-1.7887	-1.1312	4.5462	0.2658	3.2428	1.5939	3.0158	-2.8287	-0.9186	-2.6827	0.7226	3.1273	-0.7854	-0.8231	4.8069	2.4986	-1.8364	0.3517	-2.1674	-3.6546	-3.2095	2.2148	-1.6739	-1.9127	0.5447	2.7066	-6.0895	-1.9621	1.2137	-0.8923	-2.2663	1.3576	3.3233	-5.6586
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI9	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-2.8718	0.6005	2.6016	4.1521	-0.6425	1.1323	2.6326	2.3466	3.481	-1.8997	-2.4408	-2.6157	-4.6092	1.6327	-2.0937	-0.1591	-0.9427	2.1936	-2.2326	-1.0998	0.4679	-3.4707	0.4089	2.471	1.9475	2.4195	-4.5998	3.2327	-2.6798	-0.6746	0.4954	-1.2644	3.9012	-2.4881	2.5237	3.7955	2.2241	-2.9371	3.4136	-1.7447	1.0298	1.8403	-1.2357	0.3847	4.1133	3.2345	-0.2145	-1.5181	-0.218	-3.2444	-0.1121	2.2173	-2.6855	-1.7578	1.9477	-0.0208	-2.1872	-0.95	2.0946	-0.3835	-0.9906	0.4409	1.8766	-0.7891
OSD-379_RR8_LVR_GC_LAR_OLD_GL11	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	0.8032	2.1165	-0.1593	0.0689	-1.075	2.0644	-1.7839	-0.0651	-2.0182	-1.242	3.3659	-1.0277	1.7514	1.5166	0.4981	-1.3004	1.1572	-3.329	1.8475	2.2995	3.9568	1.2578	-0.0357	1.2772	4.7926	0.0821	3.4956	-2.204	0.0068	-0.7372	2.7557	-3.0726	1.2544	2.9059	0.4896	-1.6325	2.0389	1.3049	-0.9622	1.9578	-0.0493	-0.913	-0.9585	-0.3356	-2.0089	-2.9826	-1.7812	0.7896	1.5389	-0.7716	0.797	0.7713	3.3519	2.3695	-1.6961	2.2714	-1.5983	-2.3691	2.4278	1.4036	-0.8257	3.3635	2.7429	3.081
OSD-379_RR8_LVR_GC_LAR_OLD_GL12	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	0.4345	1.0367	1.5156	-2.1802	-1.5643	0.9361	-4.112	-0.4495	-2.1803	-3.0789	2.0197	-0.5203	1.9579	2.4548	-0.3602	-1.7285	0.2426	-4.5645	1.6471	2.4966	4.1257	1.1125	0.2808	-0.0353	3.453	1.7386	3.2021	-1.8533	1.6654	-1.6095	0.8835	-1.9786	-1.1211	4.4286	0.4087	-1.2744	1.3548	2.2719	-1.4924	2.4491	-0.8048	-1.1864	-0.1893	1.2887	-2.8478	-2.7448	-4.1138	0.5832	0.3704	-1.3336	-1.1942	-0.8508	2.3348	1.1763	-1.4001	1.6129	-1.7191	-4.4324	1.7918	1.2119	2.3953	3.0564	1.5938	2.3865
OSD-379_RR8_LVR_GC_LAR_OLD_GL15	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	0.3068	0.4188	2.5118	-1.1119	-3.1916	2.6275	-3.3623	-1.7108	-2.3328	-0.5152	4.7484	-1.3864	2.2177	3.9708	0.0021	-1.2093	0.3533	-4.0287	3.6873	1.5291	5.5663	1.6538	-1.7155	2.2985	6.3072	2.3442	2.0186	-1.239	1.3431	-3.6544	0.6014	0.3672	0.6268	4.8891	1.0643	0.6369	3.8111	1.6759	-0.0131	1.7532	1.1752	0.2154	-1.4517	-0.1137	-1.2306	-4.0083	-4.1443	-0.0096	0.8165	0.0267	-0.1515	1.1714	2.5705	1.2545	-1.0412	3.8863	-2.2413	-5.3781	4.1113	1.7451	-0.6552	4.5157	4.4353	0.866
OSD-379_RR8_LVR_GC_LAR_OLD_GL3	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	2.3635	3.6101	0.3098	-3.1577	-2.4394	3.1412	-4.7864	-1.2305	-4.8199	0.0287	7.2222	-0.4117	5.6743	3.4134	-0.546	-3.8712	1.0208	-6.0394	5.8251	0.039	7.3219	4.1263	-2.6277	-1.3645	7.0774	2.3003	6.8784	-5.1812	2.1206	-3.708	4.173	-0.6885	-0.7829	7.6932	0.6736	-3.0897	3.1741	4.8795	-3.3441	6.4795	1.3948	-4.5102	-2.2632	-1.0767	-4.1419	-4.8004	-5.8727	0.5962	0.4058	1.3069	2.915	-0.0744	4.6564	3.3855	-4.0572	5.2241	-0.0747	-7.1872	4.393	4.9778	-0.0724	5.9159	3.173	6.1714
OSD-379_RR8_LVR_GC_LAR_OLD_GL4	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	0.8013	2.6891	0.5183	-2.4575	-2.0303	0.1505	-3.0782	-1.1249	-1.9834	-1.4614	3.0757	-0.227	2.2036	1.7476	-0.1852	-4.0758	-0.2705	-4.2883	2.8436	1.1328	3.8344	1.4116	-0.0909	-1.6194	3.7207	0.4979	2.392	-2.0988	1.441	-2.0549	2.2836	-1.243	-0.5532	4.1763	2.2309	-1.3168	1.7291	1.5017	-1.6657	1.4477	0.511	-0.9119	-0.8894	-0.144	-3.0837	-3.5516	-3.0825	1.2697	0.6657	-0.3958	2.1829	-0.6429	2.3812	2.0935	-1.3612	2.4177	-1.5016	-3.349	1.8664	0.7424	0.9834	2.7359	0.4102	4.2121
OSD-379_RR8_LVR_GC_LAR_OLD_GL7	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	0.0257	2.2221	0.5515	-2.5919	-2.3362	3.2406	-3.0872	0.1738	-1.6584	-1.875	3.3381	-0.5639	2.7776	1.6098	0.1696	-1.3256	-0.3576	-4.7674	1.5749	1.7089	4.5207	1.0819	-1.3764	1.0374	4.5988	1.7103	2.9903	-2.1486	1.7423	-2.4466	1.2204	-2.2579	0.9822	4.0986	1.4528	-2.4876	1.7	1.5923	-0.9656	2.5863	1.4492	-1.2363	0.5141	-2.0568	-0.9166	-2.7294	-4.0963	0.588	-0.6625	-1.1275	0.6553	-0.3816	3.2975	1.4403	-1.5387	2.7375	0.9521	-2.7735	3.2527	1.622	1.6331	2.754	3.014	0.9258
OSD-379_RR8_LVR_GC_LAR_OLD_GL8	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	0.4377	2.8895	0.2918	-1.5186	-1.9379	2.6798	-5.1228	-0.4798	-0.6859	0.1379	3.2098	-0.328	2.9854	1.1679	-0.5706	-0.4485	0.2785	-2.6764	1.8854	1.3375	3.952	1.4947	-2.3327	0.304	5.6246	2.0079	4.1508	-1.8133	1.4106	-3.2154	1.6358	-2.0442	0.7135	4.5737	1.7563	-2.848	2.7864	2.4669	-1.4076	2.3873	1.254	0.3296	-1.4052	-1.4528	-2.2026	-2.8332	-4.5169	0.6324	1.0899	-0.4404	1.2158	0.6476	4.044	2.3571	-2.1324	4.4124	-1.3854	-5.1784	3.3056	1.9433	-0.5948	2.9609	2.2672	3.1983
OSD-379_RR8_LVR_GC_LAR_YNG_GL1	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	2.7191	2.6442	-0.208	-5.5454	0.0573	1.0599	-5.1245	-0.6876	-3.2339	-1.9319	4.5447	0.1677	4.2847	2.211	0.6753	-4.8549	1.4829	-4.9156	4.2917	0.4912	3.8136	2.5563	-0.5853	-0.9261	3.5687	0.9709	6.1827	-3.1543	2.958	-1.4157	0.8379	-1.1808	-0.461	4.3184	0.0133	-2.9232	2.1926	4.0937	-2.358	3.1567	1.9245	-1.9136	-1.3831	-0.1206	-3.5988	-4.2045	-3.4964	1.2678	0.1375	0.9291	0.4798	-0.1448	4.4251	2.4396	-3.2955	2.9395	-0.9314	-4.8476	3.7366	3.571	1.6725	3.2848	2.3505	5.2501
OSD-379_RR8_LVR_GC_LAR_YNG_GL13	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-0.4915	1.6159	0.2244	-2.8329	-1.085	2.1757	-3.5269	0.7982	-0.5598	-2.0037	0.6634	0.44	0.4754	2.3304	0.0301	-1.914	-0.3504	-3.281	0.7148	1.4853	1.7432	-0.0194	-1.4619	0.0994	3.7523	0.7838	2.2148	-0.9421	2.5888	-2.073	0.7083	-1.0991	2.3168	1.8033	1.7171	0.9904	3.0365	0.9968	-0.867	0.3057	0.9479	0.4487	0.8217	-0.1811	-1.7706	-2.2267	-2.4827	1.1058	0.279	0.2293	-1.4475	-0.046	2.6118	0.1475	-1.3384	2.8941	-0.2221	-3.04	1.8948	2.9493	0.1634	2.7578	1.4556	3.446
OSD-379_RR8_LVR_GC_LAR_YNG_GL14	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	1.5592	2.6159	0.6494	-2.4678	-0.7636	1.7117	-3.485	-0.3061	-2.3732	-2.5246	2.2092	0.3322	2.5031	3.0462	1.999	-0.6818	-0.1727	-1.7753	1.8916	1.6181	3.8979	0.6202	0.4307	0.3726	3.907	1.2741	3.4746	-1.7649	0.997	-1.2398	2.3208	-1.4215	1.2752	2.8273	1.1395	-0.5429	3.6906	0.6701	-0.9672	0.1554	1.0369	0.4675	-0.0792	0.117	-2.0464	-3.8198	-2.995	1.7574	2.0226	0.1435	-0.8436	0.347	2.1006	1.7605	-1.7767	1.6461	0.4507	-2.0146	2.7007	1.2018	2.8529	3.7581	1.6528	3.981
OSD-379_RR8_LVR_GC_LAR_YNG_GL17	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-0.1079	1.5881	0.5605	-1.6933	-2.1867	2.5849	-3.1103	-1.3229	-0.0106	-1.597	4.0434	-1.6794	1.3839	2.7101	-0.1898	-1.1263	-0.3872	-1.8529	1.0075	1.6456	5.0255	1.5157	-2.2586	1.0948	6.7957	1.6894	2.5971	-1.0522	2.4482	-1.9858	1.0918	-0.7553	0.7467	3.6295	0.4984	1.1821	1.5566	-0.1427	-0.0105	1.6479	0.5112	0.492	-0.4046	-2.1722	-1.8939	-1.996	-4.9176	-0.0271	-0.7662	-1.1988	0.7022	1.0106	2.1655	0.6303	-0.0603	2.9385	-4.7737	-4.7681	3.813	1.5752	0.2799	2.6685	3.2062	2.5552
OSD-379_RR8_LVR_GC_LAR_YNG_GL18	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	1.853	1.8187	0.0401	-2.6697	-1.7766	1.8826	-3.1899	-1.2345	-2.4953	-0.4638	2.8548	-0.7062	2.2145	0.9618	0.9163	-3.102	0.6375	-3.1025	2.9369	0.8562	5.2044	1.8957	-1.9387	0.3468	5.6544	0.9406	4.3293	-1.8858	1.2307	-3.9454	-0.0642	-1.1379	0.8425	4.9365	-0.86	-0.8113	3.4387	2.1896	-1.9148	3.3014	0.3326	-0.361	-1.1617	-1.7799	-1.5205	-2.9969	-5.2847	0.7326	-0.2379	0.4314	1.2081	0.4635	3.6813	1.3592	-1.1362	3.0916	-1.0784	-6.2023	4.0128	3.0835	0.633	4.615	3.0617	2.071
OSD-379_RR8_LVR_GC_LAR_YNG_GL2	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	0.397	1.8383	0.4902	-0.5619	-2.0208	2.5982	-2.0759	-1.1122	-0.4092	-1.5339	1.8844	-1.5446	1.1977	1.2871	-1.0611	-2.0803	-1.0776	-0.9936	1.6756	-2.0285	3.6928	0.317	-2.006	2.3672	5.1623	1.4396	1.56	0.1672	1.1203	-1.5935	1.47	-1.5944	2.999	3.854	1.2407	0.8184	2.1971	1.195	-0.4561	0.6009	0.528	0.3488	-0.95	-1.2339	-1.8273	-2.7538	-4.3486	0.5666	0.4559	0.3276	-0.2368	0.8234	1.7955	0.2335	-1.585	1.9837	-0.0315	-3.6792	2.377	0.6387	0.2837	2.5217	3.1013	1.5127
OSD-379_RR8_LVR_GC_LAR_YNG_GL5	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	3.9091	4.6472	-2.0169	-3.7467	-1.8024	1.8143	-6.8796	-0.8363	-5.1931	-2.9893	7.3787	0.9685	6.0023	1.0441	1.2289	-5.5296	1.6509	-8.7567	6.5427	1.7396	8.2962	3.4346	-0.8695	-1.6331	7.1743	0.5865	8.4169	-5.3429	2.2735	-2.1607	4.0784	-1.3776	-3.5718	6.5017	-0.7395	-5.8179	2.7623	5.5856	-4.2543	4.6214	0.6853	-3.3366	-0.1467	-0.4677	-3.7678	-6.1581	-5.2353	3.2423	0.2985	1.4525	1.7558	-0.9617	5.7396	4.415	-5.0258	2.9378	0.0637	-6.2729	4.2463	5.1901	2.1163	4.1967	2.8576	6.1739
OSD-379_RR8_LVR_GC_LAR_YNG_GL6	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	0.6309	2.0508	-0.3264	-2.1829	-1.6039	2.0281	-3.2119	-1.2485	-2.022	-1.877	2.6234	-0.0079	1.9663	2.0201	-1.6912	-2.5078	0.4652	-4.336	2.7718	0.2884	4.1282	2.1378	0.5174	2.1818	3.3342	0.3667	3.1751	-2.3717	1.5305	-0.2823	1.5666	-0.277	0.257	4.2669	0.8163	-1.8792	0.2115	1.2512	-0.5223	0.3613	0.981	-0.7623	-1.0625	-1.3028	-3.3774	-2.9406	-4.0635	0.2742	-0.1565	-0.7227	0.9144	-1.2276	2.2238	2.2507	-1.7913	1.3444	0.3815	-2.4051	4.5527	2.5605	0.7303	2.5627	0.9108	4.7494
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep10_G6	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	2.1737	1.5775	-1.8386	-2.1086	-1.3501	1.9495	-2.562	-1.4272	-3.245	0.09	3.7999	0.7541	4.5656	0.4358	0.4971	-3.6302	2.1776	-4.0206	6.0622	0.4813	3.132	1.5408	-0.7937	0.1692	3.8372	0.3067	5.326	-3.658	2.6136	-1.0821	2.328	-0.169	-2.1522	4.6615	-3.3618	-2.9387	0.7065	2.2921	-2.2444	3.2112	-1.8263	-1.0924	-1.9699	-3.212	-2.7363	-2.142	-3.9325	1.6259	-1.0284	1.6008	2.3985	-0.3506	4.2916	2.6792	-3.7339	2.4113	1.7136	-5.2306	2.3521	1.6832	0.9225	3.7373	3.2513	5.6986
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep1_G4	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	2.6637	3.9086	0.9142	-1.394	-0.373	0.557	-4.4116	1.0973	-3.1541	-2.3558	3.7711	0.4173	3.0126	-0.3261	0.5868	-4.0092	1.17	-4.766	2.6356	0.8403	3.9981	2.577	-0.7286	0.4837	4.2415	0.672	5.3974	-3.202	1.9744	-0.6151	1.1919	-0.5592	0.4303	3.0375	-1.4245	-2.3517	0.9585	3.0588	-2.7948	4.3146	0.4653	-1.9062	-1.6184	-1.019	-2.3107	-4.0793	-4.2443	0.7404	0.657	3.5375	-0.0367	-0.8125	3.3486	2.3502	-2.4121	1.4541	1.9243	-4.3134	3.4918	3.8896	0.2934	1.0195	2.4866	4.1111
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep2_G9	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	0.1583	1.1288	-0.0894	-2.0631	-0.9926	2.1946	-3.4933	0.88	-1.4089	-1.1599	2.141	-1.0405	2.1561	1.254	-0.4597	-1.4873	-0.3324	-3.5601	1.846	-0.4301	2.3818	1.2461	0.1369	0.6128	4.4435	1.0228	4.8777	-1.5497	0.5092	-0.3642	0.7837	-1.4758	-0.3824	3.2531	0.2735	-0.7701	1.1752	2.4169	-2.404	2.3737	0.7338	0.0658	-0.2672	-1.5286	-1.5435	-2.6028	-2.2502	0.8713	1.2349	-0.6073	0.7211	-0.2322	2.9154	1.3211	-2.4231	1.5246	0.6365	-2.5271	2.2843	2.8718	1.0656	1.0684	1.2633	3.5871
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep3_G10	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	0.4105	3.1177	-0.7291	-2.2003	-0.5401	-0.057	-3.0688	-0.1748	-2.5317	-1.1785	3.27	-0.528	2.642	-0.0126	1.5938	-3.0933	1.3334	-4.5516	2.2625	0.3886	1.1066	0.7483	0.404	-0.7204	2.8744	0.6987	3.2283	-2.0046	1.2875	-2.3044	0.8216	-1.5961	0.8554	1.7861	0.7401	-3.0463	0.4719	2.1676	-1.4407	2.6053	-0.8454	-0.0383	1.4122	-0.246	-2.5454	-3.253	-3.4193	0.8912	-0.3089	1.8458	-0.2744	0.052	2.7201	0.9237	-2.7196	1.7623	-2.1238	-1.2116	2.6524	3.6165	0.6959	1.7443	0.6388	3.4585
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep4_G7	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	0.8435	1.6639	-1.0047	-1.2291	-2.0138	1.8099	-4.2834	-0.5856	-2.0235	0.27	2.0642	-1.8774	2.1069	0.7435	-0.6302	-1.8639	0.678	-5.2025	2.9211	1.4858	3.4868	1.8477	-0.2126	1.757	4.516	0.6864	3.1942	-1.4573	1.9638	-1.7235	0.9874	-1.3037	0.6098	2.7118	0.2002	-0.9955	0.8198	2.6677	-1.8166	2.3996	0.4045	-1.3664	-0.706	-1.7294	-1.6137	-3.4947	-4.4471	1.7201	0.8514	0.8653	1.2284	-0.5664	3.8925	0.0919	-1.7589	3.5125	-0.2006	-4.4141	4.1386	1.965	1.7051	2.2669	1.8042	0.5732
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	1.0672	2.5576	-0.6569	-2.0184	0.2929	2.1704	-3.5478	-0.6982	-1.8142	-0.1673	2.8702	-1.1444	2.3879	1.3353	2.0047	-1.9595	0.1556	-2.1171	1.3875	1.0772	3.6598	1.1669	0.2758	-0.7374	3.2411	1.3697	3.8216	-1.8116	0.2436	-1.1227	1.3056	-1.8071	0.1688	2.3008	0.3781	-0.1222	1.8098	1.7396	-1.9598	1.9765	-0.9783	-0.5844	-1.1847	-1.17	-1.9392	-2.5558	-3.2028	1.9603	-0.1949	0.4175	0.0399	-0.8879	2.9446	2.7857	-2.345	2.7659	-0.2468	-2.3033	2.3777	1.3088	2.4637	1.692	1.329	1.9871
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep6_G1	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	3.8288	2.7358	-1.5508	-1.6984	-1.481	0.7724	-2.3723	-0.9891	-3.9797	-0.1024	5.0617	0.8629	5.4434	1.1586	-0.3383	-3.8608	0.4038	-4.4981	5.3141	0.9144	4.9467	3.7173	-0.5931	-0.6182	1.2922	0.0278	7.3157	-3.3611	2.1575	-1.6958	1.764	0.5173	-2.5943	5.5639	1.1772	-3.9132	2.0219	4.3865	-2.1944	2.8902	0.4146	-4.8086	-0.6696	-2.8413	-3.2889	-2.9463	-3.0395	0.5776	-1.2932	2.9663	2.8355	-0.6312	3.8622	5.1956	-2.4869	2.387	1.7448	-4.957	2.2082	0.4636	0.3099	3.724	0.932	5.2869
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	4.2543	2.7436	-1.0666	-1.7382	-0.0689	2.4691	-4.5078	-0.9053	-4.3246	0.0042	4.6035	1.1445	6.189	-0.3897	0.3851	-4.5538	1.509	-3.8509	6.3208	2.0821	3.1939	5.0744	-0.8913	-1.2956	2.5601	0.2757	6.2118	-4.2569	2.3887	-1.7398	3.1899	-0.0403	-2.7953	5.8772	-4.2568	-4.2111	0.6475	3.2424	-3.5001	3.9911	-1.0707	-2.2234	-2.2102	-2.5346	-2.9494	-4.409	-3.265	1.3732	1.4638	2.405	2.1812	-1.9523	4.7339	4.5164	-3.6821	2.9271	2.449	-1.6098	2.9356	3.2841	-0.0046	2.5632	0.1536	6.3949
